Qproduct_data
time,qproduct
2012-01-01 18:45:00,258.6169206655765
2012-01-01 19:00:00,269.223267886103
2012-01-01 19:15:00,290.2575791298145
2012-01-01 19:30:00,315.86707299488125
2012-01-01 19:45:00,359.45133104893847
2012-01-01 20:00:00,353.4475883236082
2012-01-01 20:15:00,368.0417047829709
2012-01-01 20:30:00,389.6448207613357
2012-01-01 20:45:00,400
2012-01-01 21:00:00,400
2012-01-01 21:15:00,380.3039089702247
2012-01-01 21:30:00,351.92243023148654
2012-01-01 21:45:00,400
2012-01-01 22:00:00,400
2012-01-01 22:15:00,378.9217644881629
2012-01-01 22:30:00,343.9307304075922
2012-01-01 22:45:00,319.4155494834166
2012-01-01 23:00:00,303.9816030002801
2012-01-01 23:15:00,336.66590194899203
2012-01-01 23:30:00,294.56301807106945
2012-01-01 23:45:00,324.7996791087304
2012-01-02 00:00:00,323.85810272178605
2012-01-02 00:15:00,322.09150387249963
2012-01-02 00:30:00,357.7748219456669
2012-01-02 00:45:00,314.3298431756356
2012-01-02 01:00:00,308.0537007667546
2012-01-02 01:15:00,281.2834747901994
2012-01-02 01:30:00,280.0740599169217
2012-01-02 01:45:00,287.49618638613333
2012-01-02 02:00:00,288.3702183021535
2012-01-02 02:15:00,272.7137017973657
2012-01-02 02:30:00,268.7254161350032
2012-01-02 02:45:00,274.9290547206876
2012-01-02 03:00:00,271.0966706162259
2012-01-02 03:15:00,279.8349953238141
2012-01-02 03:30:00,323.9727912301555
2012-01-02 03:45:00,313.20057806089915
2012-01-02 04:00:00,286.7317510445144
2012-01-02 04:15:00,299.8898321493975
2012-01-02 04:30:00,257.5720668168357
2012-01-02 04:45:00,212.66855101869737
2012-01-02 05:00:00,195.51431141633404
2012-01-02 05:15:00,224.53389383360474
2012-01-02 05:30:00,261.32840727334997
2012-01-02 05:45:00,234.85170009862824
2012-01-02 06:00:00,282.2380998537359
2012-01-02 06:15:00,276.4390434141928
2012-01-02 06:30:00,308.3050344468581
2012-01-02 06:45:00,336.0245508414858
2012-01-02 07:00:00,358.43092323634636
2012-01-02 07:15:00,384.40687581963135
2012-01-02 07:30:00,393.03251331557277
2012-01-02 07:45:00,347.8985512694662
2012-01-02 08:00:00,310.05785732857805
2012-01-02 08:15:00,319.80661123266316
2012-01-02 08:30:00,322.3862064601879
2012-01-02 08:45:00,279.24654794476356
2012-01-02 09:00:00,308.45507802157374
2012-01-02 09:15:00,351.39739132560635
2012-01-02 09:30:00,390.84662681798795
2012-01-02 09:45:00,392.6968942152228
2012-01-02 10:00:00,348.2140633564063
2012-01-02 10:15:00,353.1683334100172
2012-01-02 10:30:00,390.4968711554965
2012-01-02 10:45:00,400
2012-01-02 11:00:00,362.19998950632214
2012-01-02 11:15:00,370.18272888318705
2012-01-02 11:30:00,325.46400093089915
2012-01-02 11:45:00,361.71260808866055
2012-01-02 12:00:00,352.0927287427388
2012-01-02 12:15:00,397.0536990801309
2012-01-02 12:30:00,354.81603129087756
2012-01-02 12:45:00,342.42492538003006
2012-01-02 13:00:00,349.0724811796597
2012-01-02 13:15:00,346.1327366805563
2012-01-02 13:30:00,325.44156212502736
2012-01-02 13:45:00,340.2881284150207
2012-01-02 14:00:00,386.52666117533687
2012-01-02 14:15:00,366.1163709775052
2012-01-02 14:30:00,366.0043767091981
2012-01-02 14:45:00,400
2012-01-02 15:00:00,389.4799502667261
2012-01-02 15:15:00,400
2012-01-02 15:30:00,400
2012-01-02 15:45:00,372.4324327607862
2012-01-02 16:00:00,383.1526210760202
2012-01-02 16:15:00,400
2012-01-02 16:30:00,360.70901521099034
2012-01-02 16:45:00,390.1614980853996
2012-01-02 17:00:00,356.7764030956441
2012-01-02 17:15:00,321.6670493667199
2012-01-02 17:30:00,340.3119934623697
2012-01-02 17:45:00,319.54604058558556
2012-01-02 18:00:00,270.1057409117429
2012-01-02 18:15:00,300.07361537576503
2012-01-02 18:30:00,336.1660994556148
2012-01-02 18:45:00,307.06912943054454
2012-01-02 19:00:00,320.57862453455584
2012-01-02 19:15:00,314.8682480646751
2012-01-02 19:30:00,293.4406289495296
2012-01-02 19:45:00,274.12897123210774
2012-01-02 20:00:00,310.99196030893336
2012-01-02 20:15:00,329.332535507846
2012-01-02 20:30:00,322.07687156265365
2012-01-02 20:45:00,341.06219574348995
2012-01-02 21:00:00,328.6341880072294
2012-01-02 21:15:00,339.0966339754975
2012-01-02 21:30:00,320.8770762983069
2012-01-02 21:45:00,271.39511240766365
2012-01-02 22:00:00,296.9758718588628
2012-01-02 22:15:00,257.45874472539236
2012-01-02 22:30:00,297.509107455966
2012-01-02 22:45:00,270.46102761304405
2012-01-02 23:00:00,239.8776790676514
2012-01-02 23:15:00,256.86019309626624
2012-01-02 23:30:00,234.82688898304536
2012-01-02 23:45:00,245.74199213724887
2012-01-03 00:00:00,263.4010361911611
2012-01-03 00:15:00,301.880168763001
2012-01-03 00:30:00,309.2099933520384
2012-01-03 00:45:00,332.0225004371735
2012-01-03 01:00:00,351.03734814645503
2012-01-03 01:15:00,399.55974655971323
2012-01-03 01:30:00,400
2012-01-03 01:45:00,351.3864898997198
2012-01-03 02:00:00,387.8594787869572
2012-01-03 02:15:00,400
2012-01-03 02:30:00,369.68480845413274
2012-01-03 02:45:00,323.7568031880243
2012-01-03 03:00:00,330.73586290880155
2012-01-03 03:15:00,342.7774951826258
2012-01-03 03:30:00,345.9942679291898
2012-01-03 03:45:00,345.2369672741455
2012-01-03 04:00:00,330.8759412787803
2012-01-03 04:15:00,314.6332501184663
2012-01-03 04:30:00,314.4364435773066
2012-01-03 04:45:00,294.63309515771306
2012-01-03 05:00:00,317.154955717422
2012-01-03 05:15:00,278.38778414578525
2012-01-03 05:30:00,324.1362176496149
2012-01-03 05:45:00,356.3085554397049
2012-01-03 06:00:00,310.1767477054523
2012-01-03 06:15:00,317.124308409068
2012-01-03 06:30:00,290.18709967703415
2012-01-03 06:45:00,293.3835154334635
2012-01-03 07:00:00,296.51880614281373
2012-01-03 07:15:00,270.6411995213128
2012-01-03 07:30:00,229.63940299121026
2012-01-03 07:45:00,194.00953206611047
2012-01-03 08:00:00,201.8563381405286
2012-01-03 08:15:00,159.05695665084656
2012-01-03 08:30:00,117.52514662808275
2012-01-03 08:45:00,143.70478302506038
2012-01-03 09:00:00,135.51534044933055
2012-01-03 09:15:00,123.04858845259574
2012-01-03 09:30:00,119.55225806356651
2012-01-03 09:45:00,126.51371102878996
2012-01-03 10:00:00,96.60282933969926
2012-01-03 10:15:00,138.17018204175986
2012-01-03 10:30:00,129.06004987556474
2012-01-03 10:45:00,149.5953953538056
2012-01-03 11:00:00,177.54123917797114
2012-01-03 11:15:00,213.79223317163647
2012-01-03 11:30:00,230.12753552879374
2012-01-03 11:45:00,211.7751525193195
2012-01-03 12:00:00,204.7071714554608
2012-01-03 12:15:00,193.2349050867439
2012-01-03 12:30:00,150.09659497652018
2012-01-03 12:45:00,136.96256062998182
2012-01-03 13:00:00,120.13848089669942
2012-01-03 13:15:00,72.37216528536598
2012-01-03 13:30:00,100.11039266981965
2012-01-03 13:45:00,55.04642596637276
2012-01-03 14:00:00,44.36944770010384
2012-01-03 14:15:00,42.81932849296586
2012-01-03 14:30:00,17.197540692825786
2012-01-03 14:45:00,63.19319635346589
2012-01-03 15:00:00,28.045014126147713
2012-01-03 15:15:00,16.094693421603964
2012-01-03 15:30:00,13.774056819371822
2012-01-03 15:45:00,13.135369398870658
2012-01-03 16:00:00,48.02746371455702
2012-01-03 16:15:00,29.649210320533054
2012-01-03 16:30:00,75.71132472272429
2012-01-03 16:45:00,79.78165281543517
2012-01-03 17:00:00,52.37073228083526
2012-01-03 17:15:00,23.788759947078894
2012-01-03 17:30:00,55.54950146233413
2012-01-03 17:45:00,21.339795706731913
2012-01-03 18:00:00,5.2871065370841634
2012-01-03 18:15:00,0
2012-01-03 18:30:00,47.70998188413242
2012-01-03 18:45:00,0
2012-01-03 19:00:00,12.435972418963267
2012-01-03 19:15:00,0
2012-01-03 19:30:00,0.4109931307310859
2012-01-03 19:45:00,21.019600026001925
2012-01-03 20:00:00,36.70939078218271
2012-01-03 20:15:00,7.038350499961801
2012-01-03 20:30:00,0
2012-01-03 20:45:00,41.3829044998306
2012-01-03 21:00:00,77.50075348733058
2012-01-03 21:15:00,58.05464091368006
2012-01-03 21:30:00,17.37416511798591
2012-01-03 21:45:00,5.406824653455445
2012-01-03 22:00:00,0
2012-01-03 22:15:00,11.510310192821883
2012-01-03 22:30:00,51.912410614988495
2012-01-03 22:45:00,78.20912717589965
2012-01-03 23:00:00,71.97986750220713
2012-01-03 23:15:00,40.9392002891927
2012-01-03 23:30:00,73.18543078801386
2012-01-03 23:45:00,38.55101655871476
2012-01-04 00:00:00,79.68001399400379
2012-01-04 00:15:00,73.3138412424
2012-01-04 00:30:00,117.2969256788447
2012-01-04 00:45:00,142.47459138544127
2012-01-04 01:00:00,158.56704079456216
2012-01-04 01:15:00,184.74922970170627
2012-01-04 01:30:00,161.45148525232864
2012-01-04 01:45:00,171.92883853724743
2012-01-04 02:00:00,173.1306231918442
2012-01-04 02:15:00,126.45951917924032
2012-01-04 02:30:00,137.4528304602519
2012-01-04 02:45:00,135.6305870352261
2012-01-04 03:00:00,174.6856989338586
2012-01-04 03:15:00,180.8583935028854
2012-01-04 03:30:00,200.89448276395666
2012-01-04 03:45:00,206.12081619568264
2012-01-04 04:00:00,212.2533360073022
2012-01-04 04:15:00,240.50216645107724
2012-01-04 04:30:00,280.8086597656137
2012-01-04 04:45:00,325.637654289133
2012-01-04 05:00:00,367.8302218745048
2012-01-04 05:15:00,400
2012-01-04 05:30:00,400
2012-01-04 05:45:00,400
2012-01-04 06:00:00,351.2802139436733
2012-01-04 06:15:00,397.5192721287194
2012-01-04 06:30:00,400
2012-01-04 06:45:00,400
2012-01-04 07:00:00,357.3990340336773
2012-01-04 07:15:00,329.7910911837604
2012-01-04 07:30:00,292.0171944220827
2012-01-04 07:45:00,261.3070735060624
2012-01-04 08:00:00,279.1052216172492
2012-01-04 08:15:00,235.70825369212278
2012-01-04 08:30:00,227.51231446279465
2012-01-04 08:45:00,190.8058725776387
2012-01-04 09:00:00,214.22631370440754
2012-01-04 09:15:00,188.94306730288432
2012-01-04 09:30:00,147.47488825733458
2012-01-04 09:45:00,153.73411160927563
2012-01-04 10:00:00,109.59098454912447
2012-01-04 10:15:00,136.1166800392591
2012-01-04 10:30:00,103.41268251055351
2012-01-04 10:45:00,136.11325889507066
2012-01-04 11:00:00,136.82736632833942
2012-01-04 11:15:00,160.2129829690371
2012-01-04 11:30:00,156.6816064075754
2012-01-04 11:45:00,200.49884982765565
2012-01-04 12:00:00,154.15614859938145
2012-01-04 12:15:00,179.79204865616842
2012-01-04 12:30:00,176.5690778427551
2012-01-04 12:45:00,196.50946634092992
2012-01-04 13:00:00,163.96460904394937
2012-01-04 13:15:00,118.76548306662465
2012-01-04 13:30:00,106.67054019340947
2012-01-04 13:45:00,142.52849303706847
2012-01-04 14:00:00,138.58896747692881
2012-01-04 14:15:00,125.35267728986756
2012-01-04 14:30:00,143.13742464508238
2012-01-04 14:45:00,178.80009739979675
2012-01-04 15:00:00,219.23891135169129
2012-01-04 15:15:00,243.623833611931
2012-01-04 15:30:00,262.7889992462324
2012-01-04 15:45:00,295.47784615836207
2012-01-04 16:00:00,268.59993141154445
2012-01-04 16:15:00,300.81508843736674
2012-01-04 16:30:00,295.47057774575114
2012-01-04 16:45:00,272.842657645136
2012-01-04 17:00:00,245.91771464482022
2012-01-04 17:15:00,266.99630545153184
2012-01-04 17:30:00,231.1625038980307
2012-01-04 17:45:00,246.35762134125082
2012-01-04 18:00:00,263.42824638209964
2012-01-04 18:15:00,284.13606551578357
2012-01-04 18:30:00,270.7479783735432
2012-01-04 18:45:00,273.54837232244176
2012-01-04 19:00:00,276.9019620825508
2012-01-04 19:15:00,289.83462851284594
2012-01-04 19:30:00,316.01868290579273
2012-01-04 19:45:00,297.358862606253
2012-01-04 20:00:00,294.1611717969024
2012-01-04 20:15:00,301.54549024848103
2012-01-04 20:30:00,325.34013001461597
2012-01-04 20:45:00,374.573452462355
2012-01-04 21:00:00,373.1775212047029
2012-01-04 21:15:00,346.53717329644894
2012-01-04 21:30:00,301.4879156270411
2012-01-04 21:45:00,269.03864765073746
2012-01-04 22:00:00,245.77419818330065
2012-01-04 22:15:00,242.34438648036104
2012-01-04 22:30:00,290.2306565473305
2012-01-04 22:45:00,263.93747944374326
2012-01-04 23:00:00,250.47317383936652
2012-01-04 23:15:00,209.97740115573873
2012-01-04 23:30:00,251.05453887383732
2012-01-04 23:45:00,220.8615743942908
2012-01-05 00:00:00,265.916180851862
2012-01-05 00:15:00,259.94255159960426
2012-01-05 00:30:00,286.62159041648664
2012-01-05 00:45:00,241.5608430182879
2012-01-05 01:00:00,229.0027216026193
2012-01-05 01:15:00,194.9859724428291
2012-01-05 01:30:00,235.14466702113646
2012-01-05 01:45:00,211.5394684755947
2012-01-05 02:00:00,164.61641192121238
2012-01-05 02:15:00,144.8027121828814
2012-01-05 02:30:00,130.43717246581218
2012-01-05 02:45:00,128.48307863888647
2012-01-05 03:00:00,160.70669659651253
2012-01-05 03:15:00,205.82360405843207
2012-01-05 03:30:00,250.96306213326307
2012-01-05 03:45:00,295.3676107554848
2012-01-05 04:00:00,294.9050543311893
2012-01-05 04:15:00,338.8537088929435
2012-01-05 04:30:00,307.64813135826773
2012-01-05 04:45:00,310.4812819932357
2012-01-05 05:00:00,325.2731558719099
2012-01-05 05:15:00,330.1081104237744
2012-01-05 05:30:00,332.56393836527945
2012-01-05 05:45:00,370.9844054323329
2012-01-05 06:00:00,400
2012-01-05 06:15:00,400
2012-01-05 06:30:00,400
2012-01-05 06:45:00,400
2012-01-05 07:00:00,400
2012-01-05 07:15:00,400
2012-01-05 07:30:00,400
2012-01-05 07:45:00,395.9704894597109
2012-01-05 08:00:00,400
2012-01-05 08:15:00,387.16920944394434
2012-01-05 08:30:00,400
2012-01-05 08:45:00,365.48315241277646
2012-01-05 09:00:00,331.87337596737683
2012-01-05 09:15:00,353.7883751040634
2012-01-05 09:30:00,312.0747488792618
2012-01-05 09:45:00,288.12710030389076
2012-01-05 10:00:00,267.1911710845724
2012-01-05 10:15:00,246.69012800917153
2012-01-05 10:30:00,219.10573552499082
2012-01-05 10:45:00,212.99432186893415
2012-01-05 11:00:00,218.81528263942047
2012-01-05 11:15:00,172.71910927412665
2012-01-05 11:30:00,203.64282712336419
2012-01-05 11:45:00,196.73732219401057
2012-01-05 12:00:00,156.5275369014967
2012-01-05 12:15:00,141.35441410243715
2012-01-05 12:30:00,183.48220465102392
2012-01-05 12:45:00,208.64335641497644
2012-01-05 13:00:00,234.46774379342247
2012-01-05 13:15:00,224.88707300451773
2012-01-05 13:30:00,192.3532685136413
2012-01-05 13:45:00,177.5743368436029
2012-01-05 14:00:00,159.67896589865387
2012-01-05 14:15:00,169.72349520436921
2012-01-05 14:30:00,137.67344770972122
2012-01-05 14:45:00,155.2665667944191
2012-01-05 15:00:00,176.7022301126707
2012-01-05 15:15:00,149.7077422874124
2012-01-05 15:30:00,157.7477643929071
2012-01-05 15:45:00,136.9507215581182
2012-01-05 16:00:00,167.93644639805012
2012-01-05 16:15:00,167.76158105929198
2012-01-05 16:30:00,216.43486197049978
2012-01-05 16:45:00,261.17402933429753
2012-01-05 17:00:00,303.8447916360542
2012-01-05 17:15:00,282.9534793158366
2012-01-05 17:30:00,253.7774874737091
2012-01-05 17:45:00,204.73086080674784
2012-01-05 18:00:00,217.21434392173063
2012-01-05 18:15:00,216.35164255909564
2012-01-05 18:30:00,189.14280299398345
2012-01-05 18:45:00,163.17020348056022
2012-01-05 19:00:00,184.9270784471376
2012-01-05 19:15:00,217.39967377656893
2012-01-05 19:30:00,202.23593366305346
2012-01-05 19:45:00,201.8770668923724
2012-01-05 20:00:00,180.19428906057874
2012-01-05 20:15:00,225.79782498996093
2012-01-05 20:30:00,249.0114864862477
2012-01-05 20:45:00,263.98389851301596
2012-01-05 21:00:00,252.74073558722765
2012-01-05 21:15:00,273.49010417864815
2012-01-05 21:30:00,298.3241213955414
2012-01-05 21:45:00,306.6847847987588
2012-01-05 22:00:00,274.7737766959383
2012-01-05 22:15:00,281.96046429764493
2012-01-05 22:30:00,253.44848382134506
2012-01-05 22:45:00,227.44676369924318
2012-01-05 23:00:00,268.86798904182643
2012-01-05 23:15:00,269.3293495254331
2012-01-05 23:30:00,258.63774378710053
2012-01-05 23:45:00,254.3861118550767
2012-01-06 00:00:00,256.307688533023
2012-01-06 00:15:00,250.01626730701128
2012-01-06 00:30:00,270.5310241737079
2012-01-06 00:45:00,292.7079587121581
2012-01-06 01:00:00,326.159827986097
2012-01-06 01:15:00,288.163122253186
2012-01-06 01:30:00,290.7809997153901
2012-01-06 01:45:00,332.0583342877269
2012-01-06 02:00:00,309.1007111893766
2012-01-06 02:15:00,341.59307061506684
2012-01-06 02:30:00,338.03953292407533
2012-01-06 02:45:00,333.79010995894464
2012-01-06 03:00:00,293.01751165331115
2012-01-06 03:15:00,318.0372439888534
2012-01-06 03:30:00,292.35477902291706
2012-01-06 03:45:00,337.80800517588233
2012-01-06 04:00:00,307.99173864381265
2012-01-06 04:15:00,327.85739182632796
2012-01-06 04:30:00,360.642817830992
2012-01-06 04:45:00,345.39605996990065
2012-01-06 05:00:00,372.9079939455252
2012-01-06 05:15:00,386.43551695953124
2012-01-06 05:30:00,400
2012-01-06 05:45:00,390.9569445478948
2012-01-06 06:00:00,400
2012-01-06 06:15:00,364.31602675405065
2012-01-06 06:30:00,361.45146773211707
2012-01-06 06:45:00,362.2083621242788
2012-01-06 07:00:00,326.6403253739997
2012-01-06 07:15:00,296.168784637023
2012-01-06 07:30:00,256.5557077168263
2012-01-06 07:45:00,279.0458193039694
2012-01-06 08:00:00,261.18075246718337
2012-01-06 08:15:00,282.5924111285932
2012-01-06 08:30:00,326.27291127883365
2012-01-06 08:45:00,364.0779864755563
2012-01-06 09:00:00,366.37438342000416
2012-01-06 09:15:00,346.4323722957547
2012-01-06 09:30:00,316.5671468460402
2012-01-06 09:45:00,335.77107602234696
2012-01-06 10:00:00,339.64604528935354
2012-01-06 10:15:00,340.6251450937253
2012-01-06 10:30:00,327.73345332009256
2012-01-06 10:45:00,359.5277450292728
2012-01-06 11:00:00,313.39461559684753
2012-01-06 11:15:00,273.0288450596224
2012-01-06 11:30:00,280.3745698650997
2012-01-06 11:45:00,237.9802869054303
2012-01-06 12:00:00,266.2467250287016
2012-01-06 12:15:00,315.4940722377418
2012-01-06 12:30:00,320.5934337694328
2012-01-06 12:45:00,300.4036742495758
2012-01-06 13:00:00,300.3136005169548
2012-01-06 13:15:00,286.6836660264428
2012-01-06 13:30:00,310.7465292744919
2012-01-06 13:45:00,354.6035010940683
2012-01-06 14:00:00,309.7656943669777
2012-01-06 14:15:00,328.2403701269111
2012-01-06 14:30:00,365.2371161790452
2012-01-06 14:45:00,373.811934616186
2012-01-06 15:00:00,400
2012-01-06 15:15:00,400
2012-01-06 15:30:00,400
2012-01-06 15:45:00,400
2012-01-06 16:00:00,383.3391379493866
2012-01-06 16:15:00,341.12660603796894
2012-01-06 16:30:00,389.3326848743618
2012-01-06 16:45:00,358.65239328306365
2012-01-06 17:00:00,352.62994854859363
2012-01-06 17:15:00,385.61141904572423
2012-01-06 17:30:00,400
2012-01-06 17:45:00,400
2012-01-06 18:00:00,400
2012-01-06 18:15:00,374.2408241237117
2012-01-06 18:30:00,353.1321162452271
2012-01-06 18:45:00,355.20924852295866
2012-01-06 19:00:00,400
2012-01-06 19:15:00,388.16904307715555
2012-01-06 19:30:00,400
2012-01-06 19:45:00,355.54043297930923
2012-01-06 20:00:00,382.6301847094975
2012-01-06 20:15:00,383.85017937936277
2012-01-06 20:30:00,366.72905062621356
2012-01-06 20:45:00,359.14275027426964
2012-01-06 21:00:00,315.7558449738146
2012-01-06 21:15:00,351.266933380409
2012-01-06 21:30:00,373.80731135149034
2012-01-06 21:45:00,350.8047122897135
2012-01-06 22:00:00,302.8600397715227
2012-01-06 22:15:00,264.3577794399847
2012-01-06 22:30:00,272.11142136378334
2012-01-06 22:45:00,297.91697512927544
2012-01-06 23:00:00,274.6392998656209
2012-01-06 23:15:00,302.01549398917246
2012-01-06 23:30:00,302.30686235921803
2012-01-06 23:45:00,350.2715806761531
2012-01-07 00:00:00,391.18123931530613
2012-01-07 00:15:00,385.8909000108033
2012-01-07 00:30:00,341.4344215685917
2012-01-07 00:45:00,311.2278233611006
2012-01-07 01:00:00,291.7977386334095
2012-01-07 01:15:00,279.2286428314085
2012-01-07 01:30:00,269.19835841928943
2012-01-07 01:45:00,224.93947089262522
2012-01-07 02:00:00,200.49615746799185
2012-01-07 02:15:00,201.8039435328077
2012-01-07 02:30:00,215.83701770337893
2012-01-07 02:45:00,202.65088489746233
2012-01-07 03:00:00,166.42487498402127
2012-01-07 03:15:00,127.63882966145925
2012-01-07 03:30:00,91.43050719485319
2012-01-07 03:45:00,53.77207785173343
2012-01-07 04:00:00,59.962001842886416
2012-01-07 04:15:00,30.821703418551074
2012-01-07 04:30:00,77.23869537096462
2012-01-07 04:45:00,82.75571879033794
2012-01-07 05:00:00,48.04451185265586
2012-01-07 05:15:00,36.55591043666669
2012-01-07 05:30:00,84.02625649991639
2012-01-07 05:45:00,112.09256872034602
2012-01-07 06:00:00,106.72429772882413
2012-01-07 06:15:00,96.69837589123253
2012-01-07 06:30:00,87.58976145498782
2012-01-07 06:45:00,41.7614925270864
2012-01-07 07:00:00,14.458936488225444
2012-01-07 07:15:00,61.068597395682104
2012-01-07 07:30:00,76.4784478078096
2012-01-07 07:45:00,87.07858298012397
2012-01-07 08:00:00,77.54556527365962
2012-01-07 08:15:00,78.00846807439528
2012-01-07 08:30:00,85.82576074225011
2012-01-07 08:45:00,40.901384655605575
2012-01-07 09:00:00,26.68998472507036
2012-01-07 09:15:00,14.8447932032038
2012-01-07 09:30:00,61.7434653509146
2012-01-07 09:45:00,33.99078161677039
2012-01-07 10:00:00,27.826418190342878
2012-01-07 10:15:00,57.81215158034735
2012-01-07 10:30:00,62.770907867812994
2012-01-07 10:45:00,97.49337180034796
2012-01-07 11:00:00,94.84070453738714
2012-01-07 11:15:00,109.72908136371913
2012-01-07 11:30:00,136.77094768161726
2012-01-07 11:45:00,106.11904202348587
2012-01-07 12:00:00,153.03497387441132
2012-01-07 12:15:00,121.44886799526682
2012-01-07 12:30:00,149.8814340947033
2012-01-07 12:45:00,158.6335987874586
2012-01-07 13:00:00,134.47651609679127
2012-01-07 13:15:00,124.14637013666885
2012-01-07 13:30:00,169.17782216455805
2012-01-07 13:45:00,173.97671799668302
2012-01-07 14:00:00,222.42147028455173
2012-01-07 14:15:00,253.23605044277963
2012-01-07 14:30:00,279.1246373342088
2012-01-07 14:45:00,240.96250193874852
2012-01-07 15:00:00,227.0975866211457
2012-01-07 15:15:00,267.05957089255446
2012-01-07 15:30:00,262.29552248136315
2012-01-07 15:45:00,284.04030134436846
2012-01-07 16:00:00,234.2230762170235
2012-01-07 16:15:00,186.31393124075746
2012-01-07 16:30:00,186.78230638101735
2012-01-07 16:45:00,168.27850907664111
2012-01-07 17:00:00,216.89487691259197
2012-01-07 17:15:00,172.76037146058664
2012-01-07 17:30:00,191.63058665853197
2012-01-07 17:45:00,188.86437302309128
2012-01-07 18:00:00,215.79519745510646
2012-01-07 18:15:00,174.90414505954053
2012-01-07 18:30:00,200.0452009916816
2012-01-07 18:45:00,185.2327010193613
2012-01-07 19:00:00,175.56608031805993
2012-01-07 19:15:00,205.0031027666732
2012-01-07 19:30:00,158.7930689618407
2012-01-07 19:45:00,110.25719602541187
2012-01-07 20:00:00,156.12794512407822
2012-01-07 20:15:00,196.51860494195878
2012-01-07 20:30:00,193.51910787497766
2012-01-07 20:45:00,190.0857486417688
2012-01-07 21:00:00,189.53878867617286
2012-01-07 21:15:00,231.65929737238957
2012-01-07 21:30:00,215.13500672863375
2012-01-07 21:45:00,173.3758049314023
2012-01-07 22:00:00,217.57285009105684
2012-01-07 22:15:00,230.8633054119363
2012-01-07 22:30:00,204.1509281958211
2012-01-07 22:45:00,238.06065868839914
2012-01-07 23:00:00,211.32293685948082
2012-01-07 23:15:00,258.7619932782984
2012-01-07 23:30:00,214.3454650972605
2012-01-07 23:45:00,247.43895867316417
2012-01-08 00:00:00,244.7635967602727
2012-01-08 00:15:00,222.98915328776727
2012-01-08 00:30:00,261.11670163277597
2012-01-08 00:45:00,267.5316292335873
2012-01-08 01:00:00,250.12798814583027
2012-01-08 01:15:00,247.47495591344926
