Battery_data
time,flow2b
2012-01-01 17:15:00,-8.351510248467328
2012-01-01 17:30:00,30.81103883515798
2012-01-01 17:45:00,31.32383302795865
2012-01-01 18:00:00,-11.605191975029804
2012-01-01 18:15:00,-42.49439253542957
2012-01-01 18:30:00,6.394193349550932
2012-01-01 18:45:00,41.28951354752101
2012-01-01 19:00:00,45.239727971357915
2012-01-01 19:15:00,-3.289646459116831
2012-01-01 19:30:00,29.91513685158835
2012-01-01 19:45:00,17.818800332876712
2012-01-01 20:00:00,27.96251756566207
2012-01-01 20:15:00,11.028486371109622
2012-01-01 20:30:00,-13.86603458581969
2012-01-01 20:45:00,23.64679509760731
2012-01-01 21:00:00,60.769583246623384
2012-01-01 21:15:00,60.09177521826997
2012-01-01 21:30:00,84.68820144101122
2012-01-01 21:45:00,43.644376940418255
2012-01-01 22:00:00,47.85292852645913
2012-01-01 22:15:00,17.647854880554707
2012-01-01 22:30:00,-12.902159106071228
2012-01-01 22:45:00,20.59111277600081
2012-01-01 23:00:00,43.97081609102109
2012-01-01 23:15:00,88.23452191812719
2012-01-01 23:30:00,57.361817951043825
2012-01-01 23:45:00,100
2012-01-02 00:00:00,100
2012-01-02 00:15:00,68.60312814031498
2012-01-02 00:30:00,55.794056634955034
2012-01-02 00:45:00,29.125074191530118
2012-01-02 01:00:00,68.82447863336375
2012-01-02 01:15:00,67.31328384543295
2012-01-02 01:30:00,85.48101714182243
2012-01-02 01:45:00,100
2012-01-02 02:00:00,100
2012-01-02 02:15:00,90.69677054278915
2012-01-02 02:30:00,100
2012-01-02 02:45:00,100
2012-01-02 03:00:00,100
2012-01-02 03:15:00,57.74836035527119
2012-01-02 03:30:00,83.37451579036049
2012-01-02 03:45:00,53.92260940615901
2012-01-02 04:00:00,56.89818606234061
2012-01-02 04:15:00,43.52179742472762
2012-01-02 04:30:00,58.43268289186403
2012-01-02 04:45:00,90.85420089440309
2012-01-02 05:00:00,66.83926691696087
2012-01-02 05:15:00,78.34347980311125
2012-01-02 05:30:00,69.70640419608605
2012-01-02 05:45:00,29.365436421908704
2012-01-02 06:00:00,72.38497006226339
2012-01-02 06:15:00,71.6039739344418
2012-01-02 06:30:00,69.18398057311619
2012-01-02 06:45:00,37.535772538059554
2012-01-02 07:00:00,30.21450415893119
2012-01-02 07:15:00,62.485600737391394
2012-01-02 07:30:00,73.74481377171128
2012-01-02 07:45:00,100
2012-01-02 08:00:00,100
2012-01-02 08:15:00,59.554438885365556
2012-01-02 08:30:00,100
2012-01-02 08:45:00,92.2462436269984
2012-01-02 09:00:00,98.17315681877882
2012-01-02 09:15:00,100
2012-01-02 09:30:00,96.74805706774835
2012-01-02 09:45:00,92.90282126021157
2012-01-02 10:00:00,47.911989347588246
2012-01-02 10:15:00,67.64622511303929
2012-01-02 10:30:00,92.60965918731053
2012-01-02 10:45:00,100
2012-01-02 11:00:00,79.44768278817446
2012-01-02 11:15:00,53.0913401151504
2012-01-02 11:30:00,30.903586351703265
2012-01-02 11:45:00,80.61295232991188
2012-01-02 12:00:00,37.21100030956076
2012-01-02 12:15:00,74.2867160502323
2012-01-02 12:30:00,100
2012-01-02 12:45:00,88.20952850876921
2012-01-02 13:00:00,41.31781155676272
2012-01-02 13:15:00,12.460389918619498
2012-01-02 13:30:00,5.71419806110832
2012-01-02 13:45:00,7.994976921260367
2012-01-02 14:00:00,-12.252086507603398
2012-01-02 14:15:00,16.040847371023627
2012-01-02 14:30:00,-19.792934431707412
2012-01-02 14:45:00,-31.206359198077397
2012-01-02 15:00:00,-24.670262875015897
2012-01-02 15:15:00,-55.49238741503473
2012-01-02 15:30:00,-77.8878945605239
2012-01-02 15:45:00,-38.12855374178696
2012-01-02 16:00:00,-72.26218397766291
2012-01-02 16:15:00,-45.254216316415125
2012-01-02 16:30:00,-36.823541649430055
2012-01-02 16:45:00,-29.52052358626858
2012-01-02 17:00:00,-74.01428887833409
2012-01-02 17:15:00,-56.38875870867952
2012-01-02 17:30:00,-52.14006922468908
2012-01-02 17:45:00,-13.203614463116857
2012-01-02 18:00:00,24.39428848784241
2012-01-02 18:15:00,73.16114244553012
2012-01-02 18:30:00,71.30219889162856
2012-01-02 18:45:00,81.44924761369475
2012-01-02 19:00:00,83.29249498840478
2012-01-02 19:15:00,85.43160605253378
2012-01-02 19:30:00,35.6402673204379
2012-01-02 19:45:00,26.394615237549502
2012-01-02 20:00:00,69.7229518808274
2012-01-02 20:15:00,39.849597807494035
2012-01-02 20:30:00,32.48108256189997
2012-01-02 20:45:00,27.676010992223112
2012-01-02 21:00:00,49.22254088084031
2012-01-02 21:15:00,66.84340017569765
2012-01-02 21:30:00,88.29810305207542
2012-01-02 21:45:00,54.34200926044208
2012-01-02 22:00:00,99.77305370086268
2012-01-02 22:15:00,100
2012-01-02 22:30:00,69.49587639345071
2012-01-02 22:45:00,100
2012-01-02 23:00:00,100
2012-01-02 23:15:00,70.4290394826594
2012-01-02 23:30:00,100
2012-01-02 23:45:00,100
2012-01-03 00:00:00,100
2012-01-03 00:15:00,62.32205456495098
2012-01-03 00:30:00,56.25110456172431
2012-01-03 00:45:00,64.38501784420717
2012-01-03 01:00:00,58.5573094486726
2012-01-03 01:15:00,100
2012-01-03 01:30:00,100
2012-01-03 01:45:00,100
2012-01-03 02:00:00,89.81881392265869
2012-01-03 02:15:00,50.32290436723233
2012-01-03 02:30:00,84.00515407440483
2012-01-03 02:45:00,100
2012-01-03 03:00:00,100
2012-01-03 03:15:00,56.59143473659957
2012-01-03 03:30:00,97.702247443655
2012-01-03 03:45:00,57.45718963459907
2012-01-03 04:00:00,47.57176569551643
2012-01-03 04:15:00,1.2343391693243362
2012-01-03 04:30:00,-31.211972503368017
2012-01-03 04:45:00,-30.007165225607174
2012-01-03 05:00:00,-73.62269380919318
2012-01-03 05:15:00,-56.048442078368836
2012-01-03 05:30:00,-93.15944070738294
2012-01-03 05:45:00,-49.518155779744376
2012-01-03 06:00:00,-19.704604785486282
2012-01-03 06:15:00,-8.635817896537162
2012-01-03 06:30:00,-49.55876872830253
2012-01-03 06:45:00,-25.25800762617343
2012-01-03 07:00:00,-64.77918954784911
2012-01-03 07:15:00,-80.31321809500749
2012-01-03 07:30:00,-100
2012-01-03 07:45:00,-83.4232796861224
2012-01-03 08:00:00,-50.79705864879543
2012-01-03 08:15:00,-61.51628767047604
2012-01-03 08:30:00,-100
2012-01-03 08:45:00,-57.36553364621618
2012-01-03 09:00:00,-54.807175600618315
2012-01-03 09:15:00,-51.44507632179257
2012-01-03 09:30:00,-77.84064811803427
2012-01-03 09:45:00,-28.770591893795228
2012-01-03 10:00:00,-45.30300334555953
2012-01-03 10:15:00,-90.81512673045697
2012-01-03 10:30:00,-100
2012-01-03 10:45:00,-64.26135179594642
2012-01-03 11:00:00,-96.77435891570292
2012-01-03 11:15:00,-90.36375409082225
2012-01-03 11:30:00,-100
2012-01-03 11:45:00,-100
2012-01-03 12:00:00,-100
2012-01-03 12:15:00,-100
2012-01-03 12:30:00,-73.9049470928195
2012-01-03 12:45:00,-25.3838921781515
2012-01-03 13:00:00,-22.514395288072116
2012-01-03 13:15:00,-18.60892938232758
2012-01-03 13:30:00,-44.65410284031566
2012-01-03 13:45:00,-66.37227921713513
2012-01-03 14:00:00,-80.5093959518834
2012-01-03 14:15:00,-82.90777341827149
2012-01-03 14:30:00,-60.59726221233245
2012-01-03 14:45:00,-38.705727081628055
2012-01-03 15:00:00,-18.621971709934627
2012-01-03 15:15:00,-26.455599458223233
2012-01-03 15:30:00,2.2502704165683554
2012-01-03 15:45:00,-21.709038730520582
2012-01-03 16:00:00,-18.794695903401042
2012-01-03 16:15:00,-56.78160175151759
2012-01-03 16:30:00,-47.67331807591106
2012-01-03 16:45:00,-91.52541403096026
2012-01-03 17:00:00,-86.74062143179529
2012-01-03 17:15:00,-100
2012-01-03 17:30:00,-55.25194484865571
2012-01-03 17:45:00,-87.04093343990874
2012-01-03 18:00:00,-60.35744841189768
2012-01-03 18:15:00,-50.26807995532269
2012-01-03 18:30:00,-38.72449287120783
2012-01-03 18:45:00,-39.99174537148169
2012-01-03 19:00:00,-37.3337295751766
2012-01-03 19:15:00,2.4117886908025596
2012-01-03 19:30:00,4.582761542793783
2012-01-03 19:45:00,38.59780163803726
2012-01-03 20:00:00,54.86963571003252
2012-01-03 20:15:00,92.37700018920654
2012-01-03 20:30:00,42.93238858226809
2012-01-03 20:45:00,8.925105260410362
2012-01-03 21:00:00,16.064453380373557
2012-01-03 21:15:00,-5.872516548400274
2012-01-03 21:30:00,-14.849910730263478
2012-01-03 21:45:00,-43.75883542640219
2012-01-03 22:00:00,-11.68004420042029
2012-01-03 22:15:00,10.19809198253477
2012-01-03 22:30:00,-10.027073071479336
2012-01-03 22:45:00,-26.714545419199347
2012-01-03 23:00:00,-17.229016128499104
2012-01-03 23:15:00,-32.753045596483695
2012-01-03 23:30:00,-16.34874088600754
2012-01-03 23:45:00,-36.41447449717592
2012-01-04 00:00:00,-47.070818587484915
2012-01-04 00:15:00,-7.143523893894432
2012-01-04 00:30:00,24.625283123327385
2012-01-04 00:45:00,50.5588676810354
2012-01-04 01:00:00,84.90580614345654
2012-01-04 01:15:00,100
2012-01-04 01:30:00,73.72643126157266
2012-01-04 01:45:00,51.569365629895636
2012-01-04 02:00:00,99.87890051895346
2012-01-04 02:15:00,100
2012-01-04 02:30:00,53.17460875037274
2012-01-04 02:45:00,13.015120044051898
2012-01-04 03:00:00,7.634175619737491
2012-01-04 03:15:00,45.318133537280616
2012-01-04 03:30:00,6.212037668978432
2012-01-04 03:45:00,0.7270655798076646
2012-01-04 04:00:00,-17.77888481438585
2012-01-04 04:15:00,-47.67009274605941
2012-01-04 04:30:00,-80.94926563185106
2012-01-04 04:45:00,-36.77805890917921
2012-01-04 05:00:00,-59.959267532324596
2012-01-04 05:15:00,-20.20052815983096
2012-01-04 05:30:00,-40.47978539029283
2012-01-04 05:45:00,-9.334858315325462
2012-01-04 06:00:00,-15.492554742954418
2012-01-04 06:15:00,-26.37074667125556
2012-01-04 06:30:00,-22.942606733927335
2012-01-04 06:45:00,-24.176767086843206
2012-01-04 07:00:00,19.97062194137333
2012-01-04 07:15:00,34.09851625113789
2012-01-04 07:30:00,8.575343596437257
2012-01-04 07:45:00,-27.862080285169597
2012-01-04 08:00:00,-53.000578668476194
2012-01-04 08:15:00,-74.47172456819824
2012-01-04 08:30:00,-100
2012-01-04 08:45:00,-100
2012-01-04 09:00:00,-99.49789138534453
2012-01-04 09:15:00,-67.80830273880142
2012-01-04 09:30:00,-80.42084560909598
2012-01-04 09:45:00,-51.2326666796136
2012-01-04 10:00:00,-86.68958797368998
2012-01-04 10:15:00,-89.0375475813917
2012-01-04 10:30:00,-81.96417772252305
2012-01-04 10:45:00,-47.54089775170577
2012-01-04 11:00:00,-66.75659851569249
2012-01-04 11:15:00,-78.63208932412999
2012-01-04 11:30:00,-31.71413020176182
2012-01-04 11:45:00,-24.858491610068903
2012-01-04 12:00:00,-33.63830890306016
2012-01-04 12:15:00,14.879787974846899
2012-01-04 12:30:00,34.294436402685456
2012-01-04 12:45:00,25.054672525540653
2012-01-04 13:00:00,32.60864990460502
2012-01-04 13:15:00,67.57279395813512
2012-01-04 13:30:00,86.67762704357594
2012-01-04 13:45:00,99.74594567692039
2012-01-04 14:00:00,100
2012-01-04 14:15:00,80.1686614978569
2012-01-04 14:30:00,78.0980766306875
2012-01-04 14:45:00,77.9081106477432
2012-01-04 15:00:00,100
2012-01-04 15:15:00,100
2012-01-04 15:30:00,88.2569512401496
2012-01-04 15:45:00,100
2012-01-04 16:00:00,100
2012-01-04 16:15:00,82.2103303399121
2012-01-04 16:30:00,88.99807755688033
2012-01-04 16:45:00,86.56992747777183
2012-01-04 17:00:00,51.04440370950012
2012-01-04 17:15:00,92.21405060393158
2012-01-04 17:30:00,100
2012-01-04 17:45:00,67.4759940766113
2012-01-04 18:00:00,43.67240517061812
2012-01-04 18:15:00,31.508513419197634
2012-01-04 18:30:00,65.48597646352195
2012-01-04 18:45:00,89.27210316140683
2012-01-04 19:00:00,71.53300566382092
2012-01-04 19:15:00,100
2012-01-04 19:30:00,100
2012-01-04 19:45:00,66.64047983620796
2012-01-04 20:00:00,53.634826228110725
2012-01-04 20:15:00,9.119378914631874
2012-01-04 20:30:00,-14.300073087305261
2012-01-04 20:45:00,-22.07423919768841
2012-01-04 21:00:00,-22.15193059159856
2012-01-04 21:15:00,-25.105653443245902
2012-01-04 21:30:00,-68.29098820732213
2012-01-04 21:45:00,-45.171200520042845
2012-01-04 22:00:00,-64.6122723147426
2012-01-04 22:15:00,-72.59469919695275
2012-01-04 22:30:00,-58.00881774996924
2012-01-04 22:45:00,-22.815336785469796
2012-01-04 23:00:00,-56.58624860252878
2012-01-04 23:15:00,-40.902136340653634
2012-01-04 23:30:00,-46.318684706522355
2012-01-04 23:45:00,-74.70636035089751
2012-01-05 00:00:00,-42.263685925384365
2012-01-05 00:15:00,-27.07147228482978
2012-01-05 00:30:00,2.625292769202133
2012-01-05 00:45:00,1.0788872827526106
2012-01-05 01:00:00,23.46612453455601
2012-01-05 01:15:00,-23.301765081874272
2012-01-05 01:30:00,-72.66378614008069
2012-01-05 01:45:00,-23.23337001798687
2012-01-05 02:00:00,-26.539589454648166
2012-01-05 02:15:00,19.045788173636367
2012-01-05 02:30:00,-20.88349232173399
2012-01-05 02:45:00,-53.299985242216245
2012-01-05 03:00:00,-51.73573507233122
2012-01-05 03:15:00,-58.655718020597284
2012-01-05 03:30:00,-90.19458572716232
2012-01-05 03:45:00,-68.62750679025085
2012-01-05 04:00:00,-94.39952358751776
2012-01-05 04:15:00,-100
2012-01-05 04:30:00,-92.63113163751177
2012-01-05 04:45:00,-51.99279368296166
2012-01-05 05:00:00,-46.33815491490608
2012-01-05 05:15:00,-41.673257698657366
2012-01-05 05:30:00,-63.8231067630802
2012-01-05 05:45:00,-16.625856500347858
2012-01-05 06:00:00,-61.02463127917609
2012-01-05 06:15:00,-62.35361199363455
2012-01-05 06:30:00,-98.68079071955009
2012-01-05 06:45:00,-63.82292500229998
2012-01-05 07:00:00,-100
2012-01-05 07:15:00,-69.9838304674781
2012-01-05 07:30:00,-24.444629434196187
2012-01-05 07:45:00,-53.69082426775876
2012-01-05 08:00:00,-5.299632892614767
2012-01-05 08:15:00,32.57546781893494
2012-01-05 08:30:00,54.16656038819225
2012-01-05 08:45:00,24.34326808586542
2012-01-05 09:00:00,26.026108593906326
2012-01-05 09:15:00,-14.544114445240677
2012-01-05 09:30:00,-44.534446649845485
2012-01-05 09:45:00,-80.44112219188575
2012-01-05 10:00:00,-69.33380251570733
2012-01-05 10:15:00,-82.82156466017594
2012-01-05 10:30:00,-52.40529231435198
2012-01-05 10:45:00,-12.575728660318589
2012-01-05 11:00:00,14.934741336637401
2012-01-05 11:15:00,24.702181103129703
2012-01-05 11:30:00,-23.93552330075284
2012-01-05 11:45:00,-49.89863945631559
2012-01-05 12:00:00,-66.57647115768762
2012-01-05 12:15:00,-30.202067383920877
2012-01-05 12:30:00,-14.352782004853424
2012-01-05 12:45:00,-27.58424485413633
2012-01-05 13:00:00,-23.95976244755282
2012-01-05 13:15:00,-26.65681401869913
2012-01-05 13:30:00,2.953309800169187
2012-01-05 13:45:00,-24.116144647040887
2012-01-05 14:00:00,15.439913708827842
2012-01-05 14:15:00,-28.22699632296541
2012-01-05 14:30:00,-62.12392089329798
2012-01-05 14:45:00,-50.95341399183615
2012-01-05 15:00:00,-83.57826475099972
2012-01-05 15:15:00,-90.14335554328733
2012-01-05 15:30:00,-100
2012-01-05 15:45:00,-100
2012-01-05 16:00:00,-80.13262117465013
2012-01-05 16:15:00,-63.40167971067997
2012-01-05 16:30:00,-40.29368810298682
2012-01-05 16:45:00,-11.152011023541121
2012-01-05 17:00:00,-60.318403916296894
2012-01-05 17:15:00,-66.25592570874099
2012-01-05 17:30:00,-95.41538187410119
2012-01-05 17:45:00,-100
2012-01-05 18:00:00,-100
2012-01-05 18:15:00,-100
2012-01-05 18:30:00,-100
2012-01-05 18:45:00,-69.40432322318645
2012-01-05 19:00:00,-61.94530273683775
2012-01-05 19:15:00,-100
2012-01-05 19:30:00,-100
2012-01-05 19:45:00,-100
2012-01-05 20:00:00,-90.1217955537878
2012-01-05 20:15:00,-72.58627004684502
2012-01-05 20:30:00,-100
2012-01-05 20:45:00,-100
2012-01-05 21:00:00,-84.8720705122804
2012-01-05 21:15:00,-71.9967696880276
2012-01-05 21:30:00,-30.354210609879715
2012-01-05 21:45:00,-56.6497791173597
2012-01-05 22:00:00,-57.65057654847744
2012-01-05 22:15:00,-83.61301447180716
2012-01-05 22:30:00,-90.57538231397997
2012-01-05 22:45:00,-100
2012-01-05 23:00:00,-92.64157201261966
2012-01-05 23:15:00,-100
2012-01-05 23:30:00,-96.01489981365808
2012-01-05 23:45:00,-100
2012-01-06 00:00:00,-96.46012928113825
2012-01-06 00:15:00,-64.48159741268277
2012-01-06 00:30:00,-46.55847404568249
2012-01-06 00:45:00,-44.75963177935461
2012-01-06 01:00:00,-10.125938541341561
2012-01-06 01:15:00,36.138492714134124
2012-01-06 01:30:00,25.029379144675204
2012-01-06 01:45:00,43.312166205397006
2012-01-06 02:00:00,66.24870785281229
2012-01-06 02:15:00,94.63510531705968
2012-01-06 02:30:00,84.26256678241222
2012-01-06 02:45:00,83.18372011716332
2012-01-06 03:00:00,100
2012-01-06 03:15:00,100
2012-01-06 03:30:00,100
2012-01-06 03:45:00,100
2012-01-06 04:00:00,81.64437805852069
2012-01-06 04:15:00,41.04037255488016
2012-01-06 04:30:00,28.833295654228777
2012-01-06 04:45:00,-8.147463451722274
2012-01-06 05:00:00,-48.62115000627041
2012-01-06 05:15:00,-52.42223366379987
2012-01-06 05:30:00,-73.27285405637713
2012-01-06 05:45:00,-92.59888636062837
2012-01-06 06:00:00,-58.83434346496597
2012-01-06 06:15:00,-100
2012-01-06 06:30:00,-100
2012-01-06 06:45:00,-100
2012-01-06 07:00:00,-100
2012-01-06 07:15:00,-100
2012-01-06 07:30:00,-100
2012-01-06 07:45:00,-67.86357545350656
2012-01-06 08:00:00,-100
2012-01-06 08:15:00,-57.781553241627364
2012-01-06 08:30:00,-14.31267738607309
2012-01-06 08:45:00,-22.957967764946787
2012-01-06 09:00:00,-58.640599404613084
2012-01-06 09:15:00,-46.31388455036924
2012-01-06 09:30:00,-11.81364682841226
2012-01-06 09:45:00,-41.2400762516424
2012-01-06 10:00:00,-48.71143767082309
2012-01-06 10:15:00,-41.949743314647215
2012-01-06 10:30:00,-5.914821526974954
2012-01-06 10:45:00,25.583861254511227
2012-01-06 11:00:00,32.841392528950124
2012-01-06 11:15:00,-7.070931911083036
2012-01-06 11:30:00,1.3657691272767707
2012-01-06 11:45:00,-32.22805401580082
2012-01-06 12:00:00,-65.54011857783706
2012-01-06 12:15:00,-70.52318870483572
2012-01-06 12:30:00,-30.186965337994224
2012-01-06 12:45:00,-2.4721714725831276
2012-01-06 13:00:00,9.361058803322841
2012-01-06 13:15:00,43.13742477404558
2012-01-06 13:30:00,28.20827701027674
2012-01-06 13:45:00,77.73107749078804
2012-01-06 14:00:00,45.15040209421096
2012-01-06 14:15:00,70.27194257714706
2012-01-06 14:30:00,46.12337110249842
2012-01-06 14:45:00,39.98312572264258
2012-01-06 15:00:00,15.947339704642477
2012-01-06 15:15:00,20.216590600669367
2012-01-06 15:30:00,-6.475057694631818
2012-01-06 15:45:00,-37.41673525573645
2012-01-06 16:00:00,-61.40048267763231
2012-01-06 16:15:00,-100
2012-01-06 16:30:00,-100
2012-01-06 16:45:00,-100
2012-01-06 17:00:00,-100
2012-01-06 17:15:00,-53.3478966610394
2012-01-06 17:30:00,-45.702335654048404
2012-01-06 17:45:00,-81.67107952723717
2012-01-06 18:00:00,-48.74730877552598
2012-01-06 18:15:00,-57.72298974698551
2012-01-06 18:30:00,-16.123607542155106
2012-01-06 18:45:00,-0.5208356000106491
2012-01-06 19:00:00,-13.996864549033823
2012-01-06 19:15:00,5.5353965454475045
2012-01-06 19:30:00,23.65703237490738
2012-01-06 19:45:00,27.204117642846178
2012-01-06 20:00:00,22.540723929781244
2012-01-06 20:15:00,64.42039434449288
2012-01-06 20:30:00,70.35540385301556
2012-01-06 20:45:00,100
2012-01-06 21:00:00,100
2012-01-06 21:15:00,100
2012-01-06 21:30:00,100
2012-01-06 21:45:00,93.68409158352999
2012-01-06 22:00:00,90.74061207655654
2012-01-06 22:15:00,89.96331409728342
2012-01-06 22:30:00,75.31813923538311
2012-01-06 22:45:00,100
2012-01-06 23:00:00,100
2012-01-06 23:15:00,75.06326583115677
2012-01-06 23:30:00,30.661323492578056
2012-01-06 23:45:00,68.86117939291447
2012-01-07 00:00:00,39.39341882774008
2012-01-07 00:15:00,-3.669749272850531
2012-01-07 00:30:00,7.74735889749811
2012-01-07 00:45:00,-3.4362312645631405
2012-01-07 01:00:00,-14.628595927670986
2012-01-07 01:15:00,-59.69257364705509
2012-01-07 01:30:00,-69.54086475343848
2012-01-07 01:45:00,-88.0236930411397
2012-01-07 02:00:00,-100
2012-01-07 02:15:00,-100
2012-01-07 02:30:00,-100
2012-01-07 02:45:00,-100
2012-01-07 03:00:00,-100
2012-01-07 03:15:00,-93.79817454935682
2012-01-07 03:30:00,-71.63780473334945
2012-01-07 03:45:00,-93.37108255700025
2012-01-07 04:00:00,-100
2012-01-07 04:15:00,-100
2012-01-07 04:30:00,-99.56990395024741
2012-01-07 04:45:00,-67.41811207492037
2012-01-07 05:00:00,-76.44529135908743
2012-01-07 05:15:00,-79.18466543600142
2012-01-07 05:30:00,-45.9604607516828
2012-01-07 05:45:00,-92.20970835054314
2012-01-07 06:00:00,-57.980854116686714
2012-01-07 06:15:00,-73.62725837953903
2012-01-07 06:30:00,-25.485291335389547
2012-01-07 06:45:00,-55.07678675819224
2012-01-07 07:00:00,-58.34300117579636
2012-01-07 07:15:00,-17.75708922566446
2012-01-07 07:30:00,-32.00848572826901
2012-01-07 07:45:00,-4.572094771206409
2012-01-07 08:00:00,36.13858617160693
2012-01-07 08:15:00,13.618068657701418
2012-01-07 08:30:00,53.76792026162795
2012-01-07 08:45:00,52.11374767153378
2012-01-07 09:00:00,52.49243082888759
2012-01-07 09:15:00,92.42602792175074
2012-01-07 09:30:00,100
2012-01-07 09:45:00,93.89719865000183
2012-01-07 10:00:00,55.4842739128708
2012-01-07 10:15:00,42.92826315165054
2012-01-07 10:30:00,39.00362209813103
2012-01-07 10:45:00,84.07884299417367
2012-01-07 11:00:00,63.36352788134472
2012-01-07 11:15:00,18.536273734600037
2012-01-07 11:30:00,68.50720713648877
2012-01-07 11:45:00,76.83105904356319
2012-01-07 12:00:00,67.83117747372062
2012-01-07 12:15:00,60.53037880932798
2012-01-07 12:30:00,88.87782844885464
2012-01-07 12:45:00,72.67524199239296
2012-01-07 13:00:00,71.88266500638662
2012-01-07 13:15:00,40.09869902054261
2012-01-07 13:30:00,78.53899462129102
2012-01-07 13:45:00,97.46299271798009
2012-01-07 14:00:00,87.57710102404663
2012-01-07 14:15:00,100
2012-01-07 14:30:00,97.40428699123349
2012-01-07 14:45:00,78.53579150063449
2012-01-07 15:00:00,100
2012-01-07 15:15:00,98.81289154140873
2012-01-07 15:30:00,55.5722539858126
2012-01-07 15:45:00,62.435195173105114
2012-01-07 16:00:00,62.90801798685806
2012-01-07 16:15:00,70.93774083342765
2012-01-07 16:30:00,100
2012-01-07 16:45:00,96.54108659152939
2012-01-07 17:00:00,100
2012-01-07 17:15:00,82.10940885863201
2012-01-07 17:30:00,33.3411462407301
2012-01-07 17:45:00,22.034794834238795
2012-01-07 18:00:00,65.57350644960026
2012-01-07 18:15:00,74.87659046714344
2012-01-07 18:30:00,77.11006557604736
2012-01-07 18:45:00,93.64954784436868
2012-01-07 19:00:00,100
2012-01-07 19:15:00,69.77767470366324
2012-01-07 19:30:00,76.51254643484096
2012-01-07 19:45:00,39.79550562030787
2012-01-07 20:00:00,32.38717979035815
2012-01-07 20:15:00,74.9425340598898
2012-01-07 20:30:00,39.96860425223127
2012-01-07 20:45:00,72.66888939078551
2012-01-07 21:00:00,80.4568208135762
2012-01-07 21:15:00,100
2012-01-07 21:30:00,65.95009643845017
2012-01-07 21:45:00,17.775717335259493
2012-01-07 22:00:00,-4.172170428635621
2012-01-07 22:15:00,-29.665725616100033
2012-01-07 22:30:00,-62.976346287511035
2012-01-07 22:45:00,-59.46932842732035
2012-01-07 23:00:00,-26.74076913378451
2012-01-07 23:15:00,-62.35957896324597
2012-01-07 23:30:00,-53.26747792973038
2012-01-07 23:45:00,-73.1466131434239
2012-01-08 00:00:00,-73.15244151938477
2012-01-08 00:15:00,-25.253742619181324
2012-01-08 00:30:00,-70.382030045344
2012-01-08 00:45:00,-53.49724385653819
2012-01-08 01:00:00,-71.75337061501358
2012-01-08 01:15:00,-49.6644248755743
