H2demand_data2
date,demand
2012-01-02 20:00:00,112.14285714285714
2012-01-02 20:15:00,112.14285714285714
2012-01-02 20:30:00,112.14285714285714
2012-01-02 20:45:00,112.14285714285714
2012-01-02 21:00:00,0.0
2012-01-02 21:15:00,0.0
2012-01-02 21:30:00,0.0
2012-01-02 21:45:00,94.0
2012-01-02 22:00:00,94.0
2012-01-02 22:15:00,94.0
2012-01-02 22:30:00,94.0
2012-01-02 22:45:00,94.0
2012-01-02 23:00:00,94.0
2012-01-02 23:15:00,0.0
2012-01-02 23:30:00,0.0
2012-01-02 23:45:00,108.2
2012-01-03 00:00:00,108.2
2012-01-03 00:15:00,108.2
2012-01-03 00:30:00,108.2
2012-01-03 00:45:00,108.2
2012-01-03 01:00:00,0.0
2012-01-03 01:15:00,117.0
2012-01-03 01:30:00,117.0
2012-01-03 01:45:00,117.0
2012-01-03 02:00:00,0.0
2012-01-03 02:15:00,0.0
2012-01-03 02:30:00,0.0
2012-01-03 02:45:00,120.25
2012-01-03 03:00:00,120.25
2012-01-03 03:15:00,120.25
2012-01-03 03:30:00,120.25
2012-01-03 03:45:00,0.0
2012-01-03 04:00:00,112.0
2012-01-03 04:15:00,112.0
2012-01-03 04:30:00,112.0
2012-01-03 04:45:00,112.0
2012-01-03 05:00:00,112.0
2012-01-03 05:15:00,112.0
2012-01-03 05:30:00,0.0
2012-01-03 05:45:00,0.0
2012-01-03 06:00:00,128.6
2012-01-03 06:15:00,128.6
2012-01-03 06:30:00,128.6
2012-01-03 06:45:00,128.6
2012-01-03 07:00:00,128.6
2012-01-03 07:15:00,0.0
2012-01-03 07:30:00,0.0
2012-01-03 07:45:00,122.4
2012-01-03 08:00:00,122.4
2012-01-03 08:15:00,122.4
2012-01-03 08:30:00,122.4
2012-01-03 08:45:00,122.4
2012-01-03 09:00:00,0.0
2012-01-03 09:15:00,143.0
2012-01-03 09:30:00,143.0
2012-01-03 09:45:00,0.0
2012-01-03 10:00:00,125.66666666666667
2012-01-03 10:15:00,125.66666666666667
2012-01-03 10:30:00,125.66666666666667
2012-01-03 10:45:00,125.66666666666667
2012-01-03 11:00:00,125.66666666666667
2012-01-03 11:15:00,125.66666666666667
2012-01-03 11:30:00,0.0
2012-01-03 11:45:00,111.0
2012-01-03 12:00:00,111.0
2012-01-03 12:15:00,111.0
2012-01-03 12:30:00,111.0
2012-01-03 12:45:00,111.0
2012-01-03 13:00:00,0.0
2012-01-03 13:15:00,0.0
2012-01-03 13:30:00,0.0
2012-01-03 13:45:00,116.5
2012-01-03 14:00:00,116.5
2012-01-03 14:15:00,0.0
2012-01-03 14:30:00,95.25
2012-01-03 14:45:00,95.25
2012-01-03 15:00:00,95.25
2012-01-03 15:15:00,95.25
2012-01-03 15:30:00,0.0
2012-01-03 15:45:00,100.0
2012-01-03 16:00:00,100.0
2012-01-03 16:15:00,100.0
2012-01-03 16:30:00,100.0
2012-01-03 16:45:00,100.0
2012-01-03 17:00:00,0.0
2012-01-03 17:15:00,0.0
2012-01-03 17:30:00,120.66666666666667
2012-01-03 17:45:00,120.66666666666667
2012-01-03 18:00:00,120.66666666666667
2012-01-03 18:15:00,0.0
2012-01-03 18:30:00,0.0
2012-01-03 18:45:00,106.25
2012-01-03 19:00:00,106.25
2012-01-03 19:15:00,106.25
2012-01-03 19:30:00,150.0
2012-01-03 19:45:00,150.0
2012-01-03 20:00:00,150.0
2012-01-03 20:15:00,150.0
2012-01-03 20:30:00,150.0
2012-01-03 20:45:00,150.0
2012-01-03 21:00:00,150.0
2012-01-03 21:15:00,150.0
2012-01-03 21:30:00,150.0
2012-01-03 21:45:00,150.0
2012-01-03 22:00:00,150.0
2012-01-03 22:15:00,150.0
2012-01-03 22:30:00,115.6
2012-01-03 22:45:00,115.6
2012-01-03 23:00:00,115.6
2012-01-03 23:15:00,0.0
2012-01-03 23:30:00,110.0
2012-01-03 23:45:00,110.0
2012-01-04 00:00:00,110.0
2012-01-04 00:15:00,110.0
2012-01-04 00:30:00,0.0
2012-01-04 00:45:00,0.0
2012-01-04 01:00:00,0.0
2012-01-04 01:15:00,119.33333333333333
2012-01-04 01:30:00,119.33333333333333
2012-01-04 01:45:00,119.33333333333333
2012-01-04 02:00:00,0.0
2012-01-04 02:15:00,0.0
2012-01-04 02:30:00,118.0
2012-01-04 02:45:00,118.0
2012-01-04 03:00:00,118.0
2012-01-04 03:15:00,0.0
2012-01-04 03:30:00,0.0
2012-01-04 03:45:00,99.8
2012-01-04 04:00:00,99.8
2012-01-04 04:15:00,99.8
2012-01-04 04:30:00,99.8
2012-01-04 04:45:00,99.8
2012-01-04 05:00:00,0.0
2012-01-04 05:15:00,0.0
2012-01-04 05:30:00,113.5
2012-01-04 05:45:00,113.5
2012-01-04 06:00:00,113.5
2012-01-04 06:15:00,113.5
2012-01-04 06:30:00,113.5
2012-01-04 06:45:00,113.5
2012-01-04 07:00:00,0.0
2012-01-04 07:15:00,102.33333333333333
2012-01-04 07:30:00,102.33333333333333
2012-01-04 07:45:00,102.33333333333333
2012-01-04 08:00:00,0.0
2012-01-04 08:15:00,114.0
2012-01-04 08:30:00,114.0
2012-01-04 08:45:00,0.0
2012-01-04 09:00:00,110.75
2012-01-04 09:15:00,110.75
2012-01-04 09:30:00,110.75
2012-01-04 09:45:00,110.75
2012-01-04 10:00:00,0.0
2012-01-04 10:15:00,103.2
2012-01-04 10:30:00,103.2
2012-01-04 10:45:00,103.2
2012-01-04 11:00:00,103.2
2012-01-04 11:15:00,103.2
2012-01-04 11:30:00,0.0
2012-01-04 11:45:00,120.16666666666667
2012-01-04 12:00:00,120.16666666666667
2012-01-04 12:15:00,120.16666666666667
2012-01-04 12:30:00,120.16666666666667
2012-01-04 12:45:00,120.16666666666667
2012-01-04 13:00:00,120.16666666666667
2012-01-04 13:15:00,0.0
2012-01-04 13:30:00,0.0
2012-01-04 13:45:00,0.0
2012-01-04 14:00:00,99.0
2012-01-04 14:15:00,99.0
2012-01-04 14:30:00,99.0
2012-01-04 14:45:00,99.0
2012-01-04 15:00:00,99.0
2012-01-04 15:15:00,99.0
2012-01-04 15:30:00,99.0
2012-01-04 15:45:00,99.0
2012-01-04 16:00:00,0.0
2012-01-04 16:15:00,0.0
2012-01-04 16:30:00,0.0
2012-01-04 16:45:00,110.4
2012-01-04 17:00:00,110.4
2012-01-04 17:15:00,110.4
2012-01-04 17:30:00,110.4
2012-01-04 17:45:00,110.4
2012-01-04 18:00:00,0.0
2012-01-04 18:15:00,121.83333333333333
2012-01-04 18:30:00,121.83333333333333
2012-01-04 18:45:00,121.83333333333333
2012-01-04 19:00:00,121.83333333333333
2012-01-04 19:15:00,121.83333333333333
2012-01-04 19:30:00,121.83333333333333
2012-01-04 19:45:00,0.0
2012-01-04 20:00:00,106.25
2012-01-04 20:15:00,106.25
2012-01-04 20:30:00,106.25
2012-01-04 20:45:00,106.25
2012-01-04 21:00:00,0.0
2012-01-04 21:15:00,0.0
2012-01-04 21:30:00,109.66666666666667
2012-01-04 21:45:00,109.66666666666667
2012-01-04 22:00:00,109.66666666666667
2012-01-04 22:15:00,0.0
2012-01-04 22:30:00,120.0
2012-01-04 22:45:00,120.0
2012-01-04 23:00:00,120.0
2012-01-04 23:15:00,0.0
2012-01-04 23:30:00,0.0
2012-01-04 23:45:00,0.0
2012-01-05 00:00:00,122.33333333333333
2012-01-05 00:15:00,122.33333333333333
2012-01-05 00:30:00,122.33333333333333
2012-01-05 00:45:00,0.0
2012-01-05 01:00:00,100.14285714285714
2012-01-05 01:15:00,100.14285714285714
2012-01-05 01:30:00,100.14285714285714
2012-01-05 01:45:00,100.14285714285714
2012-01-05 02:00:00,100.14285714285714
2012-01-05 02:15:00,100.14285714285714
2012-01-05 02:30:00,100.14285714285714
2012-01-05 02:45:00,0.0
2012-01-05 03:00:00,103.71428571428571
2012-01-05 03:15:00,103.71428571428571
2012-01-05 03:30:00,103.71428571428571
2012-01-05 03:45:00,103.71428571428571
2012-01-05 04:00:00,103.71428571428571
2012-01-05 04:15:00,103.71428571428571
2012-01-05 04:30:00,103.71428571428571
2012-01-05 04:45:00,0.0
2012-01-05 05:00:00,0.0
2012-01-05 05:15:00,104.0
2012-01-05 05:30:00,104.0
2012-01-05 05:45:00,0.0
2012-01-05 06:00:00,0.0
2012-01-05 06:15:00,143.0
2012-01-05 06:30:00,143.0
2012-01-05 06:45:00,0.0
2012-01-05 07:00:00,0.0
2012-01-05 07:15:00,0.0
2012-01-05 07:30:00,106.25
2012-01-05 07:45:00,106.25
2012-01-05 08:00:00,106.25
2012-01-05 08:15:00,106.25
2012-01-05 08:30:00,0.0
2012-01-05 08:45:00,0.0
2012-01-05 09:00:00,93.0
2012-01-05 09:15:00,93.0
2012-01-05 09:30:00,93.0
2012-01-05 09:45:00,93.0
2012-01-05 10:00:00,93.0
2012-01-05 10:15:00,0.0
2012-01-05 10:30:00,0.0
2012-01-05 10:45:00,0.0
2012-01-05 11:00:00,99.0
2012-01-05 11:15:00,99.0
2012-01-05 11:30:00,99.0
2012-01-05 11:45:00,99.0
2012-01-05 12:00:00,99.0
2012-01-05 12:15:00,99.0
2012-01-05 12:30:00,99.0
2012-01-05 12:45:00,0.0
2012-01-05 13:00:00,0.0
2012-01-05 13:15:00,118.5
2012-01-05 13:30:00,118.5
2012-01-05 13:45:00,0.0
2012-01-05 14:00:00,0.0
2012-01-05 14:15:00,100.33333333333333
2012-01-05 14:30:00,100.33333333333333
2012-01-05 14:45:00,100.33333333333333
2012-01-05 15:00:00,0.0
2012-01-05 15:15:00,0.0
2012-01-05 15:30:00,0.0
2012-01-05 15:45:00,116.33333333333333
2012-01-05 16:00:00,116.33333333333333
2012-01-05 16:15:00,116.33333333333333
2012-01-05 16:30:00,0.0
2012-01-05 16:45:00,121.5
2012-01-05 17:00:00,121.5
2012-01-05 17:15:00,0.0
2012-01-05 17:30:00,0.0
2012-01-05 17:45:00,0.0
2012-01-05 18:00:00,133.66666666666666
2012-01-05 18:15:00,133.66666666666666
2012-01-05 18:30:00,133.66666666666666
2012-01-05 18:45:00,0.0
2012-01-05 19:00:00,111.0
2012-01-05 19:15:00,111.0
2012-01-05 19:30:00,111.0
2012-01-05 19:45:00,0.0
2012-01-05 20:00:00,0.0
2012-01-05 20:15:00,148.5
2012-01-05 20:30:00,148.5
2012-01-05 20:45:00,0.0
2012-01-05 21:00:00,104.2
2012-01-05 21:15:00,104.2
2012-01-05 21:30:00,104.2
2012-01-05 21:45:00,104.2
2012-01-05 22:00:00,104.2
2012-01-05 22:15:00,0.0
2012-01-05 22:30:00,0.0
2012-01-05 22:45:00,0.0
2012-01-05 23:00:00,128.0
2012-01-05 23:15:00,128.0
2012-01-05 23:30:00,0.0
2012-01-05 23:45:00,106.5
2012-01-06 00:00:00,106.5
2012-01-06 00:15:00,0.0
2012-01-06 00:30:00,0.0
2012-01-06 00:45:00,0.0
2012-01-06 01:00:00,104.66666666666667
2012-01-06 01:15:00,104.66666666666667
2012-01-06 01:30:00,104.66666666666667
2012-01-06 01:45:00,0.0
2012-01-06 02:00:00,0.0
2012-01-06 02:15:00,104.75
2012-01-06 02:30:00,104.75
2012-01-06 02:45:00,104.75
2012-01-06 03:00:00,104.75
2012-01-06 03:15:00,0.0
2012-01-06 03:30:00,109.75
2012-01-06 03:45:00,109.75
2012-01-06 04:00:00,109.75
2012-01-06 04:15:00,109.75
2012-01-06 04:30:00,0.0
2012-01-06 04:45:00,0.0
2012-01-06 05:00:00,99.0
2012-01-06 05:15:00,99.0
2012-01-06 05:30:00,99.0
2012-01-06 05:45:00,99.0
2012-01-06 06:00:00,99.0
2012-01-06 06:15:00,0.0
2012-01-06 06:30:00,0.0
2012-01-06 06:45:00,0.0
2012-01-06 07:00:00,93.25
2012-01-06 07:15:00,93.25
2012-01-06 07:30:00,93.25
2012-01-06 07:45:00,93.25
2012-01-06 08:00:00,93.25
2012-01-06 08:15:00,93.25
2012-01-06 08:30:00,93.25
2012-01-06 08:45:00,93.25
2012-01-06 09:00:00,0.0
2012-01-06 09:15:00,124.0
2012-01-06 09:30:00,124.0
2012-01-06 09:45:00,124.0
2012-01-06 10:00:00,124.0
2012-01-06 10:15:00,0.0
2012-01-06 10:30:00,210.0
2012-01-06 10:45:00,0.0
2012-01-06 11:00:00,0.0
2012-01-06 11:15:00,0.0
2012-01-06 11:30:00,139.0
2012-01-06 11:45:00,139.0
2012-01-06 12:00:00,0.0
2012-01-06 12:15:00,0.0
2012-01-06 12:30:00,0.0
2012-01-06 12:45:00,98.125
2012-01-06 13:00:00,98.125
2012-01-06 13:15:00,98.125
2012-01-06 13:30:00,98.125
2012-01-06 13:45:00,98.125
2012-01-06 14:00:00,98.125
2012-01-06 14:15:00,98.125
2012-01-06 14:30:00,98.125
2012-01-06 14:45:00,0.0
2012-01-06 15:00:00,0.0
2012-01-06 15:15:00,0.0
2012-01-06 15:30:00,106.5
2012-01-06 15:45:00,106.5
2012-01-06 16:00:00,0.0
2012-01-06 16:15:00,0.0
2012-01-06 16:30:00,0.0
2012-01-06 16:45:00,113.0
2012-01-06 17:00:00,113.0
2012-01-06 17:15:00,0.0
2012-01-06 17:30:00,0.0
2012-01-06 17:45:00,0.0
2012-01-06 18:00:00,98.25
2012-01-06 18:15:00,98.25
2012-01-06 18:30:00,98.25
2012-01-06 18:45:00,98.25
2012-01-06 19:00:00,0.0
2012-01-06 19:15:00,0.0
2012-01-06 19:30:00,105.33333333333333
2012-01-06 19:45:00,105.33333333333333
2012-01-06 20:00:00,105.33333333333333
2012-01-06 20:15:00,105.33333333333333
2012-01-06 20:30:00,105.33333333333333
2012-01-06 20:45:00,105.33333333333333
2012-01-06 21:00:00,0.0
2012-01-06 21:15:00,0.0
2012-01-06 21:30:00,0.0
2012-01-06 21:45:00,100.33333333333333
2012-01-06 22:00:00,100.33333333333333
2012-01-06 22:15:00,100.33333333333333
2012-01-06 22:30:00,0.0
2012-01-06 22:45:00,0.0
2012-01-06 23:00:00,101.42857142857143
2012-01-06 23:15:00,101.42857142857143
2012-01-06 23:30:00,101.42857142857143
2012-01-06 23:45:00,101.42857142857143
2012-01-07 00:00:00,101.42857142857143
2012-01-07 00:15:00,101.42857142857143
2012-01-07 00:30:00,101.42857142857143
2012-01-07 00:45:00,0.0
2012-01-07 01:00:00,0.0
2012-01-07 01:15:00,117.66666666666667
2012-01-07 01:30:00,117.66666666666667
2012-01-07 01:45:00,117.66666666666667
2012-01-07 02:00:00,0.0
2012-01-07 02:15:00,0.0
2012-01-07 02:30:00,110.16666666666667
2012-01-07 02:45:00,110.16666666666667
2012-01-07 03:00:00,110.16666666666667
2012-01-07 03:15:00,110.16666666666667
2012-01-07 03:30:00,110.16666666666667
2012-01-07 03:45:00,110.16666666666667
2012-01-07 04:00:00,0.0
2012-01-07 04:15:00,0.0
2012-01-07 04:30:00,0.0
2012-01-07 04:45:00,113.0
2012-01-07 05:00:00,113.0
2012-01-07 05:15:00,113.0
2012-01-07 05:30:00,113.0
2012-01-07 05:45:00,0.0
2012-01-07 06:00:00,0.0
2012-01-07 06:15:00,0.0
2012-01-07 06:30:00,108.0
2012-01-07 06:45:00,108.0
2012-01-07 07:00:00,108.0
2012-01-07 07:15:00,0.0
2012-01-07 07:30:00,107.57142857142857
2012-01-07 07:45:00,107.57142857142857
2012-01-07 08:00:00,107.57142857142857
2012-01-07 08:15:00,107.57142857142857
2012-01-07 08:30:00,107.57142857142857
2012-01-07 08:45:00,107.57142857142857
2012-01-07 09:00:00,107.57142857142857
2012-01-07 09:15:00,0.0
2012-01-07 09:30:00,0.0
2012-01-07 09:45:00,0.0
2012-01-07 10:00:00,113.5
2012-01-07 10:15:00,113.5
2012-01-07 10:30:00,113.5
2012-01-07 10:45:00,113.5
2012-01-07 11:00:00,0.0
2012-01-07 11:15:00,113.25
2012-01-07 11:30:00,113.25
2012-01-07 11:45:00,113.25
2012-01-07 12:00:00,113.25
2012-01-07 12:15:00,0.0
2012-01-07 12:30:00,0.0
2012-01-07 12:45:00,119.0
2012-01-07 13:00:00,119.0
2012-01-07 13:15:00,119.0
2012-01-07 13:30:00,0.0
2012-01-07 13:45:00,0.0
2012-01-07 14:00:00,101.75
2012-01-07 14:15:00,101.75
2012-01-07 14:30:00,101.75
2012-01-07 14:45:00,101.75
2012-01-07 15:00:00,0.0
2012-01-07 15:15:00,0.0
2012-01-07 15:30:00,104.66666666666667
2012-01-07 15:45:00,104.66666666666667
2012-01-07 16:00:00,104.66666666666667
2012-01-07 16:15:00,0.0
2012-01-07 16:30:00,0.0
2012-01-07 16:45:00,108.66666666666667
2012-01-07 17:00:00,108.66666666666667
2012-01-07 17:15:00,108.66666666666667
2012-01-07 17:30:00,0.0
2012-01-07 17:45:00,111.83333333333333
2012-01-07 18:00:00,111.83333333333333
2012-01-07 18:15:00,111.83333333333333
2012-01-07 18:30:00,111.83333333333333
2012-01-07 18:45:00,111.83333333333333
2012-01-07 19:00:00,111.83333333333333
2012-01-07 19:15:00,0.0
2012-01-07 19:30:00,0.0
2012-01-07 19:45:00,0.0
2012-01-07 20:00:00,112.4
2012-01-07 20:15:00,112.4
2012-01-07 20:30:00,112.4
2012-01-07 20:45:00,112.4
2012-01-07 21:00:00,112.4
2012-01-07 21:15:00,0.0
2012-01-07 21:30:00,0.0
2012-01-07 21:45:00,105.6
2012-01-07 22:00:00,105.6
2012-01-07 22:15:00,105.6
2012-01-07 22:30:00,105.6
2012-01-07 22:45:00,105.6
2012-01-07 23:00:00,0.0
2012-01-07 23:15:00,233.0
2012-01-07 23:30:00,233.0
2012-01-07 23:45:00,233.0
