Demand_data
Time,demand
2025-04-23 01:15:00,0.12
2025-04-23 01:30:00,0.04
2025-04-23 01:45:00,0.0
2025-04-23 02:00:00,0.02
2025-04-23 02:15:00,0.09
2025-04-23 02:30:00,0.09
2025-04-23 02:45:00,0.03
2025-04-23 03:00:00,0.06
2025-04-23 03:15:00,0.0
2025-04-23 03:30:00,0.01
2025-04-23 03:45:00,0.0
2025-04-23 04:00:00,0.05
2025-04-23 04:15:00,0.02
2025-04-23 04:30:00,0.01
2025-04-23 04:45:00,0.04
2025-04-23 05:00:00,0.04
2025-04-23 05:15:00,0.53
2025-04-23 05:30:00,0.52
2025-04-23 05:45:00,0.84
2025-04-23 06:00:00,1.04
2025-04-23 06:15:00,0.7
2025-04-23 06:30:00,1.38
2025-04-23 06:45:00,1.48
2025-04-23 07:00:00,1.06
2025-04-23 07:15:00,1.22
2025-04-23 07:30:00,0.73
2025-04-23 07:45:00,1.45
2025-04-23 08:00:00,0.82
2025-04-23 08:15:00,0.73
2025-04-23 08:30:00,1.32
2025-04-23 08:45:00,1.33
2025-04-23 09:00:00,1.02
2025-04-23 09:15:00,0.3
2025-04-23 09:30:00,0.47
2025-04-23 09:45:00,0.89
2025-04-23 10:00:00,0.72
2025-04-23 10:15:00,1.18
2025-04-23 10:30:00,0.53
2025-04-23 10:45:00,1.41
2025-04-23 11:00:00,2.35
2025-04-23 11:15:00,1.74
2025-04-23 11:30:00,1.29
2025-04-23 11:45:00,2.54
2025-04-23 12:00:00,1.68
2025-04-23 12:15:00,1.21
2025-04-23 12:30:00,1.83
2025-04-23 12:45:00,1.51
2025-04-23 13:00:00,1.61
2025-04-23 13:15:00,0.91
2025-04-23 13:30:00,1.08
2025-04-23 13:45:00,1.85
2025-04-23 14:00:00,1.53
2025-04-23 14:15:00,1.22
2025-04-23 14:30:00,2.04
2025-04-23 14:45:00,1.16
2025-04-23 15:00:00,1.57
2025-04-23 15:15:00,1.34
2025-04-23 15:30:00,2.06
2025-04-23 15:45:00,1.75
2025-04-23 16:00:00,2.29
2025-04-23 16:15:00,0.27
2025-04-23 16:30:00,0.38
2025-04-23 16:45:00,0.36
2025-04-23 17:00:00,2.14
2025-04-23 17:15:00,2.22
2025-04-23 17:30:00,1.73
2025-04-23 17:45:00,2.54
2025-04-23 18:00:00,2.04
2025-04-23 18:15:00,2.55
2025-04-23 18:30:00,2.27
2025-04-23 18:45:00,1.41
2025-04-23 19:00:00,2.19
2025-04-23 19:15:00,2.02
2025-04-23 19:30:00,1.38
2025-04-23 19:45:00,2.45
2025-04-23 20:00:00,3.2
2025-04-23 20:15:00,0.63
2025-04-23 20:30:00,0.35
2025-04-23 20:45:00,0.58
2025-04-23 21:00:00,0.0
2025-04-23 21:15:00,0.01
2025-04-23 21:30:00,0.07
2025-04-23 21:45:00,0.06
2025-04-23 22:00:00,0.06
2025-04-23 22:15:00,0.04
2025-04-23 22:30:00,0.04
2025-04-23 22:45:00,0.08
2025-04-23 23:00:00,0.05
2025-04-23 23:15:00,0.27
2025-04-23 23:30:00,0.49
2025-04-23 23:45:00,0.35
2025-04-24 00:00:00,0.08
2025-04-24 00:15:00,0.02
2025-04-24 00:30:00,0.0
2025-04-24 00:45:00,0.03
2025-04-24 01:00:00,0.0
2025-04-24 01:15:00,0.05
2025-04-24 01:30:00,0.12
2025-04-24 01:45:00,0.0
2025-04-24 02:00:00,0.02
2025-04-24 02:15:00,0.13
2025-04-24 02:30:00,0.07
2025-04-24 02:45:00,0.09
2025-04-24 03:00:00,0.06
2025-04-24 03:15:00,0.08
2025-04-24 03:30:00,0.0
2025-04-24 03:45:00,0.12
2025-04-24 04:00:00,0.15
2025-04-24 04:15:00,0.03
2025-04-24 04:30:00,0.05
2025-04-24 04:45:00,0.09
2025-04-24 05:00:00,0.1
2025-04-24 05:15:00,0.56
2025-04-24 05:30:00,0.5
2025-04-24 05:45:00,0.63
2025-04-24 06:00:00,1.28
2025-04-24 06:15:00,1.01
2025-04-24 06:30:00,0.77
2025-04-24 06:45:00,1.15
2025-04-24 07:00:00,1.31
2025-04-24 07:15:00,1.01
2025-04-24 07:30:00,1.04
2025-04-24 07:45:00,0.94
2025-04-24 08:00:00,1.43
2025-04-24 08:15:00,1.38
2025-04-24 08:30:00,0.93
2025-04-24 08:45:00,0.49
2025-04-24 09:00:00,0.8
2025-04-24 09:15:00,0.52
2025-04-24 09:30:00,0.24
2025-04-24 09:45:00,0.86
2025-04-24 10:00:00,1.61
2025-04-24 10:15:00,1.4
2025-04-24 10:30:00,1.64
2025-04-24 10:45:00,1.75
2025-04-24 11:00:00,1.23
2025-04-24 11:15:00,0.66
2025-04-24 11:30:00,1.89
2025-04-24 11:45:00,1.77
2025-04-24 12:00:00,1.61
2025-04-24 12:15:00,1.63
2025-04-24 12:30:00,1.62
2025-04-24 12:45:00,1.76
2025-04-24 13:00:00,1.3
2025-04-24 13:15:00,1.33
2025-04-24 13:30:00,1.38
2025-04-24 13:45:00,1.52
2025-04-24 14:00:00,1.09
2025-04-24 14:15:00,1.19
2025-04-24 14:30:00,1.44
2025-04-24 14:45:00,1.58
2025-04-24 15:00:00,1.87
2025-04-24 15:15:00,1.97
2025-04-24 15:30:00,1.51
2025-04-24 15:45:00,0.4
2025-04-24 16:00:00,0.98
2025-04-24 16:15:00,0.42
2025-04-24 16:30:00,0.38
2025-04-24 16:45:00,0.3
2025-04-24 17:00:00,1.89
2025-04-24 17:15:00,1.48
2025-04-24 17:30:00,2.07
2025-04-24 17:45:00,2.29
2025-04-24 18:00:00,2.17
2025-04-24 18:15:00,1.93
2025-04-24 18:30:00,1.69
2025-04-24 18:45:00,1.14
2025-04-24 19:00:00,1.41
2025-04-24 19:15:00,2.5
2025-04-24 19:30:00,1.9
2025-04-24 19:45:00,2.63
2025-04-24 20:00:00,2.69
2025-04-24 20:15:00,0.26
2025-04-24 20:30:00,0.47
2025-04-24 20:45:00,0.35
2025-04-24 21:00:00,0.0
2025-04-24 21:15:00,0.0
2025-04-24 21:30:00,0.07
2025-04-24 21:45:00,0.1
2025-04-24 22:00:00,0.09
2025-04-24 22:15:00,0.04
2025-04-24 22:30:00,0.09
2025-04-24 22:45:00,0.04
2025-04-24 23:00:00,0.03
2025-04-24 23:15:00,0.39
2025-04-24 23:30:00,0.34
2025-04-24 23:45:00,0.53
2025-04-25 00:00:00,0.0
2025-04-25 00:15:00,0.09
2025-04-25 00:30:00,0.05
2025-04-25 00:45:00,0.04
2025-04-25 01:00:00,0.1
2025-04-25 01:15:00,0.14
2025-04-25 01:30:00,0.05
2025-04-25 01:45:00,0.05
2025-04-25 02:00:00,0.04
2025-04-25 02:15:00,0.02
2025-04-25 02:30:00,0.16
2025-04-25 02:45:00,0.14
2025-04-25 03:00:00,0.01
2025-04-25 03:15:00,0.0
2025-04-25 03:30:00,0.07
2025-04-25 03:45:00,0.02
2025-04-25 04:00:00,0.09
2025-04-25 04:15:00,0.0
2025-04-25 04:30:00,0.02
2025-04-25 04:45:00,0.08
2025-04-25 05:00:00,0.08
2025-04-25 05:15:00,0.28
2025-04-25 05:30:00,0.62
2025-04-25 05:45:00,0.46
2025-04-25 06:00:00,0.9
2025-04-25 06:15:00,0.98
2025-04-25 06:30:00,1.44
2025-04-25 06:45:00,0.02
2025-04-25 07:00:00,1.1
2025-04-25 07:15:00,0.76
2025-04-25 07:30:00,0.86
2025-04-25 07:45:00,1.5
2025-04-25 08:00:00,0.67
2025-04-25 08:15:00,0.67
2025-04-25 08:30:00,0.74
2025-04-25 08:45:00,1.07
2025-04-25 09:00:00,0.77
2025-04-25 09:15:00,0.34
2025-04-25 09:30:00,0.4
2025-04-25 09:45:00,0.59
2025-04-25 10:00:00,1.4
2025-04-25 10:15:00,2.31
2025-04-25 10:30:00,1.31
2025-04-25 10:45:00,1.55
2025-04-25 11:00:00,1.66
2025-04-25 11:15:00,1.75
2025-04-25 11:30:00,1.8
2025-04-25 11:45:00,0.8
2025-04-25 12:00:00,1.81
2025-04-25 12:15:00,1.56
2025-04-25 12:30:00,1.91
2025-04-25 12:45:00,0.85
2025-04-25 13:00:00,2.01
2025-04-25 13:15:00,1.79
2025-04-25 13:30:00,1.42
2025-04-25 13:45:00,2.24
2025-04-25 14:00:00,2.04
2025-04-25 14:15:00,2.1
2025-04-25 14:30:00,2.2
2025-04-25 14:45:00,1.55
2025-04-25 15:00:00,1.17
2025-04-25 15:15:00,1.73
2025-04-25 15:30:00,1.56
2025-04-25 15:45:00,1.64
2025-04-25 16:00:00,1.89
2025-04-25 16:15:00,0.74
2025-04-25 16:30:00,0.67
2025-04-25 16:45:00,0.55
2025-04-25 17:00:00,2.2
2025-04-25 17:15:00,2.06
2025-04-25 17:30:00,1.69
2025-04-25 17:45:00,2.2
2025-04-25 18:00:00,2.23
2025-04-25 18:15:00,1.72
2025-04-25 18:30:00,2.26
2025-04-25 18:45:00,2.64
2025-04-25 19:00:00,1.43
2025-04-25 19:15:00,1.92
2025-04-25 19:30:00,0.84
2025-04-25 19:45:00,1.69
2025-04-25 20:00:00,1.89
2025-04-25 20:15:00,0.38
2025-04-25 20:30:00,0.7
2025-04-25 20:45:00,0.05
2025-04-25 21:00:00,0.22
2025-04-25 21:15:00,0.04
2025-04-25 21:30:00,0.07
2025-04-25 21:45:00,0.0
2025-04-25 22:00:00,0.13
2025-04-25 22:15:00,0.09
2025-04-25 22:30:00,0.13
2025-04-25 22:45:00,0.01
2025-04-25 23:00:00,0.0
2025-04-25 23:15:00,0.82
2025-04-25 23:30:00,0.55
2025-04-25 23:45:00,0.4
2025-04-26 00:00:00,0.0
2025-04-26 00:15:00,0.04
2025-04-26 00:30:00,0.02
2025-04-26 00:45:00,0.1
2025-04-26 01:00:00,0.05
2025-04-26 01:15:00,0.08
2025-04-26 01:30:00,0.08
2025-04-26 01:45:00,0.06
2025-04-26 02:00:00,0.0
2025-04-26 02:15:00,0.0
2025-04-26 02:30:00,0.07
2025-04-26 02:45:00,0.04
2025-04-26 03:00:00,0.0
2025-04-26 03:15:00,0.05
2025-04-26 03:30:00,0.11
2025-04-26 03:45:00,0.04
2025-04-26 04:00:00,0.13
2025-04-26 04:15:00,0.06
2025-04-26 04:30:00,0.06
2025-04-26 04:45:00,0.04
2025-04-26 05:00:00,0.09
2025-04-26 05:15:00,0.04
2025-04-26 05:30:00,0.01
2025-04-26 05:45:00,0.01
2025-04-26 06:00:00,0.05
2025-04-26 06:15:00,0.09
2025-04-26 06:30:00,0.07
2025-04-26 06:45:00,0.1
2025-04-26 07:00:00,0.05
2025-04-26 07:15:00,0.0
2025-04-26 07:30:00,0.07
2025-04-26 07:45:00,0.11
2025-04-26 08:00:00,0.55
2025-04-26 08:15:00,0.55
2025-04-26 08:30:00,0.81
2025-04-26 08:45:00,0.56
2025-04-26 09:00:00,0.55
2025-04-26 09:15:00,0.27
2025-04-26 09:30:00,0.32
2025-04-26 09:45:00,0.49
2025-04-26 10:00:00,1.01
2025-04-26 10:15:00,0.01
2025-04-26 10:30:00,0.04
2025-04-26 10:45:00,0.1
2025-04-26 11:00:00,0.69
2025-04-26 11:15:00,0.95
2025-04-26 11:30:00,1.21
2025-04-26 11:45:00,0.62
2025-04-26 12:00:00,0.84
2025-04-26 12:15:00,0.78
2025-04-26 12:30:00,0.92
2025-04-26 12:45:00,0.68
2025-04-26 13:00:00,0.94
2025-04-26 13:15:00,0.97
2025-04-26 13:30:00,1.28
2025-04-26 13:45:00,0.31
2025-04-26 14:00:00,0.92
2025-04-26 14:15:00,0.63
2025-04-26 14:30:00,1.05
2025-04-26 14:45:00,1.33
2025-04-26 15:00:00,0.72
2025-04-26 15:15:00,0.55
2025-04-26 15:30:00,0.75
2025-04-26 15:45:00,1.13
2025-04-26 16:00:00,0.84
2025-04-26 16:15:00,0.02
2025-04-26 16:30:00,0.07
2025-04-26 16:45:00,0.06
2025-04-26 17:00:00,0.76
2025-04-26 17:15:00,0.38
2025-04-26 17:30:00,0.5
2025-04-26 17:45:00,0.45
2025-04-26 18:00:00,0.21
2025-04-26 18:15:00,0.58
2025-04-26 18:30:00,0.52
2025-04-26 18:45:00,0.95
2025-04-26 19:00:00,0.67
2025-04-26 19:15:00,0.08
2025-04-26 19:30:00,0.1
2025-04-26 19:45:00,0.0
2025-04-26 20:00:00,0.0
2025-04-26 20:15:00,0.11
2025-04-26 20:30:00,0.05
2025-04-26 20:45:00,0.03
2025-04-26 21:00:00,0.05
2025-04-26 21:15:00,0.01
2025-04-26 21:30:00,0.09
2025-04-26 21:45:00,0.01
2025-04-26 22:00:00,0.08
2025-04-26 22:15:00,0.13
2025-04-26 22:30:00,0.04
2025-04-26 22:45:00,0.03
2025-04-26 23:00:00,0.02
2025-04-26 23:15:00,0.07
2025-04-26 23:30:00,0.01
2025-04-26 23:45:00,0.02
2025-04-27 00:00:00,0.06
2025-04-27 00:15:00,0.0
2025-04-27 00:30:00,0.03
2025-04-27 00:45:00,0.02
2025-04-27 01:00:00,0.04
2025-04-27 01:15:00,0.07
2025-04-27 01:30:00,0.06
2025-04-27 01:45:00,0.0
2025-04-27 02:00:00,0.0
2025-04-27 02:15:00,0.12
2025-04-27 02:30:00,0.0
2025-04-27 02:45:00,0.07
2025-04-27 03:00:00,0.08
2025-04-27 03:15:00,0.04
2025-04-27 03:30:00,0.08
2025-04-27 03:45:00,0.07
2025-04-27 04:00:00,0.03
2025-04-27 04:15:00,0.06
2025-04-27 04:30:00,0.0
2025-04-27 04:45:00,0.1
2025-04-27 05:00:00,0.04
2025-04-27 05:15:00,0.11
2025-04-27 05:30:00,0.09
2025-04-27 05:45:00,0.08
2025-04-27 06:00:00,0.0
2025-04-27 06:15:00,0.07
2025-04-27 06:30:00,0.11
2025-04-27 06:45:00,0.0
2025-04-27 07:00:00,0.02
2025-04-27 07:15:00,0.07
2025-04-27 07:30:00,0.0
2025-04-27 07:45:00,0.02
2025-04-27 08:00:00,0.54
2025-04-27 08:15:00,0.6
2025-04-27 08:30:00,0.42
2025-04-27 08:45:00,0.53
2025-04-27 09:00:00,0.89
2025-04-27 09:15:00,0.41
2025-04-27 09:30:00,0.6
2025-04-27 09:45:00,0.65
2025-04-27 10:00:00,0.92
2025-04-27 10:15:00,0.03
2025-04-27 10:30:00,0.0
2025-04-27 10:45:00,0.04
2025-04-27 11:00:00,1.09
2025-04-27 11:15:00,0.92
2025-04-27 11:30:00,0.6
2025-04-27 11:45:00,0.99
2025-04-27 12:00:00,1.01
2025-04-27 12:15:00,0.45
2025-04-27 12:30:00,0.58
2025-04-27 12:45:00,0.76
2025-04-27 13:00:00,0.47
2025-04-27 13:15:00,0.58
2025-04-27 13:30:00,0.55
2025-04-27 13:45:00,0.85
2025-04-27 14:00:00,0.82
2025-04-27 14:15:00,0.48
2025-04-27 14:30:00,1.32
2025-04-27 14:45:00,1.39
2025-04-27 15:00:00,0.72
2025-04-27 15:15:00,0.74
2025-04-27 15:30:00,1.0
2025-04-27 15:45:00,0.87
2025-04-27 16:00:00,0.36
2025-04-27 16:15:00,0.07
2025-04-27 16:30:00,0.12
2025-04-27 16:45:00,0.0
2025-04-27 17:00:00,0.39
2025-04-27 17:15:00,0.04
2025-04-27 17:30:00,0.67
2025-04-27 17:45:00,0.31
2025-04-27 18:00:00,0.39
2025-04-27 18:15:00,0.58
2025-04-27 18:30:00,0.75
2025-04-27 18:45:00,0.46
2025-04-27 19:00:00,0.48
2025-04-27 19:15:00,0.09
2025-04-27 19:30:00,0.05
2025-04-27 19:45:00,0.11
2025-04-27 20:00:00,0.06
2025-04-27 20:15:00,0.0
2025-04-27 20:30:00,0.02
2025-04-27 20:45:00,0.01
2025-04-27 21:00:00,0.0
2025-04-27 21:15:00,0.08
2025-04-27 21:30:00,0.0
2025-04-27 21:45:00,0.14
2025-04-27 22:00:00,0.11
2025-04-27 22:15:00,0.07
2025-04-27 22:30:00,0.07
2025-04-27 22:45:00,0.0
2025-04-27 23:00:00,0.11
2025-04-27 23:15:00,0.0
2025-04-27 23:30:00,0.01
2025-04-27 23:45:00,0.05
