Solar_data
Time,G_Gh,G_Dh,G_Bn,Ta,hs,FF,Az
2012-06-02 08:15:00,478,165,613,16.2,30.6,0.5,-72.81
2012-06-02 08:30:00,499,122,693,16.5,32.9,0.3,-69.18
2012-06-02 08:45:00,566,118,778,16.8,35.2,0.4,-65.36
2012-06-02 09:00:00,549,135,684,17.2,37.4,0.4,-61.32
2012-06-02 09:15:00,583,151,675,17.6,39.7,0.5,-57.04
2012-06-02 09:30:00,745,126,928,18.0,41.9,0.6,-52.49
2012-06-02 09:45:00,747,128,890,18.6,44.0,0.7,-47.64
2012-06-02 10:00:00,608,262,483,18.8,46.1,0.7,-42.46
2012-06-02 10:15:00,670,273,529,18.5,48.2,0.8,-36.93
2012-06-02 10:30:00,945,210,958,18.9,50.1,0.9,-31.07
2012-06-02 10:45:00,742,243,633,19.7,51.9,1.1,-24.86
2012-06-02 11:00:00,497,278,273,19.5,53.7,1.4,-18.36
2012-06-02 11:15:00,580,308,329,18.8,55.2,1.6,-11.6
2012-06-02 11:30:00,725,280,533,19.3,56.6,1.9,-4.68
2012-06-02 11:45:00,636,363,322,20.2,57.8,1.7,2.31
2012-06-02 12:00:00,834,197,745,20.4,58.8,1.4,9.26
2012-06-02 12:15:00,548,389,184,20.2,59.5,1.2,16.09
2012-06-02 12:30:00,639,283,411,20.1,60.0,0.9,22.69
2012-06-02 12:45:00,822,239,673,20.3,60.2,0.8,29.0
2012-06-02 13:00:00,757,296,532,20.9,60.1,0.6,34.99
2012-06-02 13:15:00,372,350,25,20.5,59.7,0.5,40.63
2012-06-02 13:30:00,693,321,434,19.9,59.1,0.3,45.93
2012-06-02 13:45:00,681,349,391,20.5,58.2,0.6,50.89
2012-06-02 14:00:00,608,377,275,21.0,57.1,0.8,55.55
2012-06-02 14:15:00,590,301,351,20.6,55.8,1.1,59.92
2012-06-02 14:30:00,696,260,538,20.5,54.3,1.4,64.04
2012-06-02 14:45:00,550,317,292,20.9,52.6,1.2,67.93
2012-06-02 15:00:00,370,304,86,20.6,50.8,1.0,71.63
2012-06-02 15:15:00,188,185,4,19.9,48.9,0.7,75.15
2012-06-02 15:30:00,567,258,425,20.1,46.9,0.5,78.52
2012-06-02 15:45:00,668,161,715,21.2,44.8,0.6,81.76
2012-06-02 16:00:00,524,262,387,21.4,42.7,0.7,84.9
2012-06-02 16:15:00,504,239,410,20.7,40.5,0.8,87.94
2012-06-02 16:30:00,579,146,696,20.5,38.3,0.9,90.91
2012-06-02 16:45:00,385,266,203,20.6,36.0,0.8,93.82
2012-06-02 17:00:00,405,216,339,20.5,33.7,0.7,96.68
2012-06-02 17:15:00,454,149,588,20.4,31.4,0.6,99.5
2012-06-02 17:30:00,326,188,278,20.3,29.1,0.5,102.3
2012-06-02 17:45:00,257,205,117,20.2,26.8,0.5,105.08
2012-06-02 18:00:00,259,165,225,20.0,24.5,0.5,107.85
2012-06-02 18:15:00,289,140,398,19.9,22.2,0.5,110.63
2012-06-02 18:30:00,266,112,455,19.8,19.9,0.5,113.41
2012-06-02 18:45:00,202,86,370,19.6,17.6,1.0,116.21
2012-06-02 19:00:00,107,102,18,19.4,15.4,1.6,119.04
2012-06-02 19:15:00,125,99,118,19.2,13.2,2.1,121.89
2012-06-02 19:30:00,84,70,68,19.0,11.0,2.7,124.78
2012-06-02 19:45:00,106,53,343,18.8,8.9,3.5,127.71
2012-06-02 20:00:00,73,40,271,18.6,6.8,4.4,130.68
2012-06-02 20:15:00,25,23,17,18.4,4.8,5.3,133.7
2012-06-02 20:30:00,7,7,0,18.2,2.9,6.2,136.78
2012-06-02 20:45:00,2,2,0,18.0,1.0,5.9,139.9
2012-06-02 21:00:00,0,0,0,17.8,-0.9,5.4,143.08
2012-06-02 21:15:00,0,0,0,17.6,-2.6,4.9,146.32
2012-06-02 21:30:00,0,0,0,17.4,-4.3,4.4,149.62
2012-06-02 21:45:00,0,0,0,17.2,-5.9,4.7,152.96
2012-06-02 22:00:00,0,0,0,17.0,-7.4,5.1,156.36
2012-06-02 22:15:00,0,0,0,16.8,-8.8,5.4,159.81
2012-06-02 22:30:00,0,0,0,16.6,-10.1,5.8,163.3
2012-06-02 22:45:00,0,0,0,16.4,-11.2,5.3,166.83
2012-06-02 23:00:00,0,0,0,16.2,-12.3,4.8,170.39
2012-06-02 23:15:00,0,0,0,16.0,-13.2,4.3,173.97
2012-06-02 23:30:00,0,0,0,15.8,-14.0,3.7,177.57
2012-06-02 23:45:00,0,0,0,15.6,-14.7,3.8,-178.83
2012-06-03 00:00:00,0,0,0,15.5,-15.2,3.8,-175.23
2012-06-03 00:15:00,0,0,0,15.5,-15.5,3.9,-171.65
2012-06-03 00:30:00,0,0,0,15.4,-15.7,4.0,-168.08
2012-06-03 00:45:00,0,0,0,15.3,-15.8,3.9,-164.54
2012-06-03 01:00:00,0,0,0,15.3,-15.8,3.9,-161.04
2012-06-03 01:15:00,0,0,0,15.2,-15.6,3.8,-157.57
2012-06-03 01:30:00,0,0,0,15.2,-15.3,3.7,-154.16
2012-06-03 01:45:00,0,0,0,15.1,-14.8,3.4,-150.79
2012-06-03 02:00:00,0,0,0,15.1,-14.2,3.0,-147.48
2012-06-03 02:15:00,0,0,0,15.1,-13.4,2.6,-144.23
2012-06-03 02:30:00,0,0,0,15.0,-12.6,2.2,-141.03
2012-06-03 02:45:00,0,0,0,15.0,-11.5,2.0,-137.88
2012-06-03 03:00:00,0,0,0,15.0,-10.4,1.7,-134.79
2012-06-03 03:15:00,0,0,0,14.9,-9.2,1.5,-131.75
2012-06-03 03:30:00,0,0,0,14.9,-7.8,1.2,-128.77
2012-06-03 03:45:00,0,0,0,14.9,-6.4,1.2,-125.83
2012-06-03 04:00:00,0,0,0,14.9,-4.8,1.3,-122.93
2012-06-03 04:15:00,0,0,0,14.9,-3.2,1.3,-120.06
2012-06-03 04:30:00,0,0,0,14.9,-1.5,1.4,-117.23
2012-06-03 04:45:00,0,0,0,14.9,0.3,1.6,-114.43
2012-06-03 05:00:00,0,0,0,15.0,2.2,1.9,-111.64
2012-06-03 05:15:00,28,23,76,15.0,4.2,2.1,-108.86
2012-06-03 05:30:00,23,23,0,15.1,6.2,2.4,-106.09
2012-06-03 05:45:00,26,26,0,15.1,8.2,2.2,-103.32
2012-06-03 06:00:00,33,33,0,15.1,10.3,1.9,-100.53
2012-06-03 06:15:00,46,46,0,15.0,12.5,1.7,-97.72
2012-06-03 06:30:00,67,67,0,15.0,14.7,1.4,-94.88
2012-06-03 06:45:00,47,47,0,15.1,16.9,2.0,-91.99
2012-06-03 07:00:00,32,32,0,15.2,19.1,2.7,-89.05
2012-06-03 07:15:00,47,47,0,15.3,21.4,3.3,-86.04
2012-06-03 07:30:00,64,64,0,15.4,23.7,4.0,-82.94
2012-06-03 07:45:00,134,120,32,15.4,26.0,3.4,-79.74
2012-06-03 08:00:00,200,181,41,15.5,28.3,2.8,-76.42
2012-06-03 08:15:00,180,176,7,15.5,30.6,2.2,-72.95
2012-06-03 08:30:00,167,166,2,15.6,32.9,1.6,-69.33
2012-06-03 08:45:00,148,147,1,15.7,35.2,1.6,-65.51
2012-06-03 09:00:00,139,139,0,15.7,37.5,1.6,-61.48
2012-06-03 09:15:00,88,88,0,15.8,39.8,1.7,-57.2
2012-06-03 09:30:00,83,83,0,15.8,42.0,1.7,-52.64
2012-06-03 09:45:00,154,148,10,16.0,44.1,1.9,-47.79
2012-06-03 10:00:00,353,319,48,16.5,46.2,2.0,-42.61
2012-06-03 10:15:00,338,311,35,16.9,48.3,2.2,-37.08
2012-06-03 10:30:00,268,260,11,16.8,50.2,2.4,-31.21
2012-06-03 10:45:00,276,267,11,16.5,52.0,2.7,-25.0
2012-06-03 11:00:00,317,302,18,16.5,53.8,2.9,-18.48
2012-06-03 11:15:00,273,264,11,16.7,55.3,3.2,-11.71
2012-06-03 11:30:00,183,182,1,16.7,56.7,3.5,-4.77
2012-06-03 11:45:00,137,137,0,16.5,57.9,3.1,2.24
2012-06-03 12:00:00,175,175,1,16.6,58.9,2.7,9.21
2012-06-03 12:15:00,246,241,6,16.9,59.6,2.3,16.06
2012-06-03 12:30:00,296,286,12,17.2,60.1,1.9,22.68
2012-06-03 12:45:00,329,315,16,17.4,60.3,1.6,29.01
2012-06-03 13:00:00,268,261,8,17.3,60.2,1.3,35.01
2012-06-03 13:15:00,225,224,1,17.1,59.8,1.0,40.66
2012-06-03 13:30:00,272,264,9,17.0,59.2,0.7,45.97
2012-06-03 13:45:00,321,307,17,17.1,58.3,0.6,50.94
2012-06-03 14:00:00,464,387,91,17.3,57.2,0.5,55.6
2012-06-03 14:15:00,372,347,31,17.2,55.9,0.4,59.98
2012-06-03 14:30:00,358,336,27,16.9,54.4,0.3,64.1
2012-06-03 14:45:00,342,322,25,16.6,52.7,0.4,67.99
2012-06-03 15:00:00,273,263,12,16.7,50.9,0.4,71.69
2012-06-03 15:15:00,254,248,9,16.8,49.0,0.5,75.21
2012-06-03 15:30:00,231,226,8,17.0,47.0,0.6,78.58
2012-06-03 15:45:00,241,234,10,17.2,45.0,0.6,81.83
2012-06-03 16:00:00,203,200,5,17.2,42.8,0.7,84.96
2012-06-03 16:15:00,203,199,5,17.2,40.6,0.7,88.0
2012-06-03 16:30:00,142,141,1,17.2,38.4,0.8,90.97
2012-06-03 16:45:00,110,110,0,17.3,36.1,1.0,93.88
2012-06-03 17:00:00,79,79,0,17.3,33.8,1.2,96.74
2012-06-03 17:15:00,71,71,0,17.3,31.5,1.4,99.56
2012-06-03 17:30:00,111,111,0,17.3,29.2,1.6,102.35
2012-06-03 17:45:00,117,117,0,17.2,26.9,2.2,105.13
2012-06-03 18:00:00,99,99,0,17.2,24.6,2.8,107.9
2012-06-03 18:15:00,87,87,0,17.1,22.3,3.4,110.68
2012-06-03 18:30:00,72,72,0,17.1,20.0,4.0,113.46
2012-06-03 18:45:00,41,41,0,17.0,17.8,4.3,116.26
2012-06-03 19:00:00,21,21,0,17.0,15.5,4.6,119.08
2012-06-03 19:15:00,18,18,0,17.0,13.3,5.0,121.93
2012-06-03 19:30:00,22,22,0,16.9,11.2,5.3,124.81
2012-06-03 19:45:00,28,28,0,16.9,9.0,5.3,127.74
2012-06-03 20:00:00,59,41,161,16.8,7.0,5.3,130.71
2012-06-03 20:15:00,5,5,0,16.7,4.9,5.3,133.73
2012-06-03 20:30:00,2,2,0,16.7,3.0,5.3,136.8
2012-06-03 20:45:00,1,1,0,16.5,1.1,4.8,139.92
2012-06-03 21:00:00,0,0,0,16.3,-0.8,4.3,143.1
2012-06-03 21:15:00,0,0,0,16.1,-2.5,3.8,146.33
2012-06-03 21:30:00,0,0,0,15.9,-4.2,3.3,149.62
2012-06-03 21:45:00,0,0,0,15.7,-5.8,3.2,152.96
2012-06-03 22:00:00,0,0,0,15.5,-7.3,3.0,156.36
2012-06-03 22:15:00,0,0,0,15.4,-8.7,2.9,159.8
2012-06-03 22:30:00,0,0,0,15.2,-9.9,2.7,163.29
2012-06-03 22:45:00,0,0,0,15.0,-11.1,2.3,166.81
2012-06-03 23:00:00,0,0,0,14.9,-12.2,1.9,170.36
2012-06-03 23:15:00,0,0,0,14.7,-13.1,1.5,173.94
2012-06-03 23:30:00,0,0,0,14.5,-13.9,1.0,177.53
2012-06-03 23:45:00,0,0,0,14.3,-14.6,1.1,-178.87
2012-06-04 00:00:00,0,0,0,14.1,-15.1,1.3,-175.28
2012-06-04 00:15:00,0,0,0,13.8,-15.4,1.4,-171.7
2012-06-04 00:30:00,0,0,0,13.6,-15.6,1.6,-168.14
2012-06-04 00:45:00,0,0,0,13.3,-15.7,1.3,-164.6
2012-06-04 01:00:00,0,0,0,13.0,-15.7,1.1,-161.1
2012-06-04 01:15:00,0,0,0,12.8,-15.5,0.8,-157.64
2012-06-04 01:30:00,0,0,0,12.5,-15.2,0.5,-154.23
2012-06-04 01:45:00,0,0,0,12.3,-14.7,0.4,-150.87
2012-06-04 02:00:00,0,0,0,12.1,-14.1,0.4,-147.56
2012-06-04 02:15:00,0,0,0,12.0,-13.3,0.3,-144.31
2012-06-04 02:30:00,0,0,0,11.8,-12.4,0.2,-141.11
2012-06-04 02:45:00,0,0,0,11.7,-11.4,0.2,-137.97
2012-06-04 03:00:00,0,0,0,11.6,-10.3,0.2,-134.88
2012-06-04 03:15:00,0,0,0,11.5,-9.1,0.3,-131.85
2012-06-04 03:30:00,0,0,0,11.4,-7.7,0.3,-128.86
2012-06-04 03:45:00,0,0,0,11.3,-6.3,0.9,-125.92
2012-06-04 04:00:00,0,0,0,11.3,-4.7,1.5,-123.02
2012-06-04 04:15:00,0,0,0,11.3,-3.1,2.1,-120.16
2012-06-04 04:30:00,0,0,0,11.3,-1.4,2.7,-117.33
2012-06-04 04:45:00,1,1,0,11.3,0.4,3.1,-114.53
2012-06-04 05:00:00,6,6,0,11.4,2.3,3.5,-111.74
2012-06-04 05:15:00,45,23,275,11.5,4.2,3.9,-108.97
2012-06-04 05:30:00,81,29,473,11.6,6.2,4.4,-106.2
2012-06-04 05:45:00,85,48,260,11.7,8.3,5.0,-103.43
2012-06-04 06:00:00,123,66,318,11.9,10.4,5.6,-100.65
2012-06-04 06:15:00,108,79,135,12.0,12.6,6.2,-97.84
2012-06-04 06:30:00,175,86,337,12.2,14.7,6.9,-95.0
2012-06-04 06:45:00,256,59,677,12.3,17.0,5.9,-92.11
2012-06-04 07:00:00,226,103,382,12.5,19.2,4.7,-89.17
2012-06-04 07:15:00,317,66,681,12.7,21.5,3.6,-86.16
2012-06-04 07:30:00,354,69,710,12.8,23.8,2.5,-83.07
2012-06-04 07:45:00,306,149,357,13.0,26.1,2.6,-79.87
2012-06-04 08:00:00,357,163,406,13.2,28.4,2.7,-76.55
2012-06-04 08:15:00,397,171,443,13.4,30.7,2.9,-73.09
2012-06-04 08:30:00,513,88,779,13.6,33.0,3.1,-69.47
2012-06-04 08:45:00,502,138,633,13.7,35.3,2.6,-65.65
2012-06-04 09:00:00,453,214,395,14.0,37.6,2.1,-61.62
2012-06-04 09:15:00,465,139,505,14.0,39.8,1.6,-57.35
2012-06-04 09:30:00,640,112,789,14.3,42.0,1.0,-52.8
2012-06-04 09:45:00,635,177,659,15.0,44.2,1.0,-47.94
2012-06-04 10:00:00,683,282,556,15.0,46.3,1.1,-42.76
2012-06-04 10:15:00,590,267,431,14.8,48.3,1.1,-37.23
2012-06-04 10:30:00,758,126,822,15.0,50.3,1.2,-31.35
2012-06-04 10:45:00,514,308,262,15.2,52.1,1.2,-25.13
2012-06-04 11:00:00,771,217,684,15.1,53.8,1.2,-18.6
2012-06-04 11:15:00,852,159,842,15.5,55.4,1.2,-11.82
2012-06-04 11:30:00,569,261,369,16.0,56.8,1.2,-4.87
2012-06-04 11:45:00,929,237,817,15.7,58.0,1.4,2.16
2012-06-04 12:00:00,796,254,632,15.7,59.0,1.7,9.16
2012-06-04 12:15:00,626,352,316,16.0,59.7,1.9,16.02
2012-06-04 12:30:00,628,381,285,15.8,60.2,2.2,22.66
2012-06-04 12:45:00,827,216,703,16.0,60.4,2.3,29.01
2012-06-04 13:00:00,958,207,863,16.6,60.3,2.4,35.02
2012-06-04 13:15:00,593,406,216,16.7,60.0,2.6,40.69
2012-06-04 13:30:00,839,206,735,16.2,59.3,2.7,46.0
2012-06-04 13:45:00,790,250,634,16.2,58.5,3.2,50.98
2012-06-04 14:00:00,650,320,392,16.5,57.3,3.7,55.65
2012-06-04 14:15:00,498,333,198,16.3,56.0,4.2,60.03
2012-06-04 14:30:00,603,296,378,16.1,54.5,4.8,64.15
2012-06-04 14:45:00,782,154,789,16.4,52.9,4.9,68.05
2012-06-04 15:00:00,652,264,497,17.0,51.1,5.0,71.74
2012-06-04 15:15:00,387,333,72,16.5,49.2,5.2,75.27
2012-06-04 15:30:00,529,244,392,15.8,47.2,5.3,78.64
2012-06-04 15:45:00,639,196,626,16.3,45.1,5.1,81.88
2012-06-04 16:00:00,542,262,409,16.8,42.9,4.9,85.02
2012-06-04 16:15:00,491,255,363,16.4,40.7,4.6,88.06
2012-06-04 16:30:00,559,167,632,16.0,38.5,4.4,91.02
2012-06-04 16:45:00,427,238,317,16.3,36.2,4.8,93.93
2012-06-04 17:00:00,359,241,211,16.2,34.0,5.3,96.79
2012-06-04 17:15:00,360,170,367,16.1,31.7,5.8,99.61
2012-06-04 17:30:00,345,170,352,16.0,29.3,6.3,102.4
2012-06-04 17:45:00,327,147,389,15.9,27.0,7.0,105.18
2012-06-04 18:00:00,316,112,496,15.7,24.7,7.8,107.94
2012-06-04 18:15:00,268,112,403,15.6,22.4,8.5,110.72
2012-06-04 18:30:00,143,131,36,15.4,20.1,9.3,113.5
2012-06-04 18:45:00,235,81,498,15.3,17.9,8.8,116.29
2012-06-04 19:00:00,207,62,540,15.2,15.7,8.3,119.11
2012-06-04 19:15:00,169,82,371,15.0,13.5,7.8,121.96
2012-06-04 19:30:00,43,43,0,14.9,11.3,7.2,124.84
2012-06-04 19:45:00,33,33,0,14.8,9.2,6.2,127.76
2012-06-04 20:00:00,73,41,270,14.6,7.1,5.0,130.73
2012-06-04 20:15:00,17,17,0,14.5,5.1,3.9,133.75
2012-06-04 20:30:00,8,8,0,14.3,3.1,2.8,136.81
2012-06-04 20:45:00,3,3,0,14.1,1.2,2.4,139.93
2012-06-04 21:00:00,0,0,0,13.9,-0.6,2.0,143.11
2012-06-04 21:15:00,0,0,0,13.6,-2.4,1.6,146.34
2012-06-04 21:30:00,0,0,0,13.4,-4.1,1.2,149.62
2012-06-04 21:45:00,0,0,0,13.2,-5.6,1.1,152.96
2012-06-04 22:00:00,0,0,0,13.0,-7.1,1.0,156.35
2012-06-04 22:15:00,0,0,0,12.7,-8.5,0.9,159.79
2012-06-04 22:30:00,0,0,0,12.5,-9.8,0.8,163.27
2012-06-04 22:45:00,0,0,0,12.3,-11.0,1.2,166.79
2012-06-04 23:00:00,0,0,0,12.1,-12.0,1.6,170.34
2012-06-04 23:15:00,0,0,0,11.8,-13.0,2.0,173.91
2012-06-04 23:30:00,0,0,0,11.6,-13.8,2.4,177.49
2012-06-04 23:45:00,0,0,0,11.5,-14.4,2.3,-178.92
2012-06-05 00:00:00,0,0,0,11.4,-15.0,2.2,-175.33
2012-06-05 00:15:00,0,0,0,11.4,-15.2,2.0,-171.75
2012-06-05 00:30:00,0,0,0,11.3,-15.5,1.9,-168.19
2012-06-05 00:45:00,0,0,0,11.3,-15.6,1.5,-164.66
2012-06-05 01:00:00,0,0,0,11.2,-15.6,1.1,-161.17
2012-06-05 01:15:00,0,0,0,11.2,-15.4,0.7,-157.71
2012-06-05 01:30:00,0,0,0,11.1,-15.0,0.3,-154.3
2012-06-05 01:45:00,0,0,0,11.1,-14.6,0.4,-150.94
2012-06-05 02:00:00,0,0,0,11.0,-14.0,0.6,-147.64
2012-06-05 02:15:00,0,0,0,11.0,-13.2,0.7,-144.39
2012-06-05 02:30:00,0,0,0,11.0,-12.3,0.9,-141.19
2012-06-05 02:45:00,0,0,0,10.9,-11.3,1.2,-138.05
2012-06-05 03:00:00,0,0,0,10.9,-10.2,1.5,-134.97
2012-06-05 03:15:00,0,0,0,10.9,-9.0,1.9,-131.94
2012-06-05 03:30:00,0,0,0,10.9,-7.6,2.2,-128.95
2012-06-05 03:45:00,0,0,0,10.9,-6.2,2.4,-126.02
2012-06-05 04:00:00,0,0,0,10.9,-4.6,2.6,-123.12
2012-06-05 04:15:00,0,0,0,10.9,-3.0,2.9,-120.26
2012-06-05 04:30:00,0,0,0,10.8,-1.3,3.1,-117.43
2012-06-05 04:45:00,0,0,0,10.9,0.5,3.4,-114.63
2012-06-05 05:00:00,0,0,0,11.0,2.4,3.7,-111.85
2012-06-05 05:15:00,41,26,216,11.0,4.3,4.1,-109.08
2012-06-05 05:30:00,43,39,33,11.1,6.3,4.4,-106.31
2012-06-05 05:45:00,48,45,15,11.2,8.4,4.3,-103.54
2012-06-05 06:00:00,37,37,0,11.3,10.5,4.2,-100.76
2012-06-05 06:15:00,45,45,0,11.4,12.6,4.1,-97.95
2012-06-05 06:30:00,73,72,1,11.5,14.8,4.0,-95.11
2012-06-05 06:45:00,122,111,36,11.6,17.0,4.2,-92.23
