Solar_data
Time,G_Gh,G_Dh,G_Bn,Ta,hs,FF,Az
2012-06-21 15:45:00,324.65,64.93,259.72,25.0,-26.79,2.0,56.25
2012-06-21 16:00:00,278.04,55.61,222.43,25.0,-35.0,2.0,60.0
2012-06-21 16:15:00,235.75,47.15,188.6,25.0,-42.61,2.0,63.75
2012-06-21 16:30:00,197.9,39.58,158.32,25.0,-49.5,2.0,67.5
2012-06-21 16:45:00,164.47,32.89,131.58,25.0,-55.53,2.0,71.25
2012-06-21 17:00:00,135.34,27.07,108.27,25.0,-60.62,2.0,75.0
2012-06-21 17:15:00,110.25,22.05,88.2,25.0,-64.67,2.0,78.75
2012-06-21 17:30:00,88.92,17.78,71.14,25.0,-67.61,2.0,82.5
2012-06-21 17:45:00,71.01,14.2,56.8,25.0,-69.4,2.0,86.25
2012-06-21 18:00:00,56.13,11.23,44.91,25.0,-70.0,2.0,90.0
2012-06-21 18:15:00,0.0,0.0,0.0,25.0,-86.25,2.0,-161.75
2012-06-21 18:30:00,0.0,0.0,0.0,25.0,-86.5,2.0,-161.5
2012-06-21 18:45:00,0.0,0.0,0.0,25.0,-86.75,2.0,-161.25
2012-06-21 19:00:00,0.0,0.0,0.0,25.0,-87.0,2.0,-161.0
2012-06-21 19:15:00,0.0,0.0,0.0,25.0,-87.25,2.0,-160.75
2012-06-21 19:30:00,0.0,0.0,0.0,25.0,-87.5,2.0,-160.5
2012-06-21 19:45:00,0.0,0.0,0.0,25.0,-87.75,2.0,-160.25
2012-06-21 20:00:00,0.0,0.0,0.0,25.0,-88.0,2.0,-160.0
2012-06-21 20:15:00,0.0,0.0,0.0,25.0,-88.25,2.0,-159.75
2012-06-21 20:30:00,0.0,0.0,0.0,25.0,-88.5,2.0,-159.5
2012-06-21 20:45:00,0.0,0.0,0.0,25.0,-88.75,2.0,-159.25
2012-06-21 21:00:00,0.0,0.0,0.0,25.0,-89.0,2.0,-159.0
2012-06-21 21:15:00,0.0,0.0,0.0,25.0,-89.25,2.0,-158.75
2012-06-21 21:30:00,0.0,0.0,0.0,25.0,-89.5,2.0,-158.5
2012-06-21 21:45:00,0.0,0.0,0.0,25.0,-89.75,2.0,-158.25
2012-06-21 22:00:00,0.0,0.0,0.0,25.0,-90.0,2.0,-158.0
2012-06-21 22:15:00,0.0,0.0,0.0,25.0,-90.25,2.0,-157.75
2012-06-21 22:30:00,0.0,0.0,0.0,25.0,-90.5,2.0,-157.5
2012-06-21 22:45:00,0.0,0.0,0.0,25.0,-90.75,2.0,-157.25
2012-06-21 23:00:00,0.0,0.0,0.0,25.0,-91.0,2.0,-157.0
2012-06-21 23:15:00,0.0,0.0,0.0,25.0,-91.25,2.0,-156.75
2012-06-21 23:30:00,0.0,0.0,0.0,25.0,-91.5,2.0,-156.5
2012-06-21 23:45:00,0.0,0.0,0.0,25.0,-91.75,2.0,-156.25
